dates,nee_budburst-10,nee_budburst-5,nee_budburst+0,nee_budburst+5,nee_budburst+10
2009-01-01 00:00:00,0.57747513055801392,0.57747513055801392,0.57747513055801392,0.57747513055801392,0.57747513055801392
2009-01-02 00:00:00,0.57310742139816284,0.57310742139816284,0.57310742139816284,0.57310742139816284,0.57310742139816284
2009-01-03 00:00:00,0.20934918522834778,0.20934918522834778,0.20934918522834778,0.20934918522834778,0.20934918522834778
2009-01-04 00:00:00,0.4256262481212616,0.4256262481212616,0.4256262481212616,0.4256262481212616,0.4256262481212616
2009-01-05 00:00:00,0.51701855659484863,0.51701855659484863,0.51701855659484863,0.51701855659484863,0.51701855659484863
2009-01-06 00:00:00,0.17027582228183746,0.17027582228183746,0.17027582228183746,0.17027582228183746,0.17027582228183746
2009-01-07 00:00:00,0.48480713367462158,0.48480713367462158,0.48480713367462158,0.48480713367462158,0.48480713367462158
2009-01-08 00:00:00,0.5517769455909729,0.5517769455909729,0.5517769455909729,0.5517769455909729,0.5517769455909729
2009-01-09 00:00:00,0.37011340260505676,0.37011340260505676,0.37011340260505676,0.37011340260505676,0.37011340260505676
2009-01-10 00:00:00,0.43702268600463867,0.43702268600463867,0.43702268600463867,0.43702268600463867,0.43702268600463867
2009-01-11 00:00:00,0.88184541463851929,0.88184541463851929,0.88184541463851929,0.88184541463851929,0.88184541463851929
2009-01-12 00:00:00,1.4073107242584229,1.4073107242584229,1.4073107242584229,1.4073107242584229,1.4073107242584229
2009-01-13 00:00:00,1.1314276456832886,1.1314276456832886,1.1314276456832886,1.1314276456832886,1.1314276456832886
2009-01-14 00:00:00,0.73221313953399658,0.73221313953399658,0.73221313953399658,0.73221313953399658,0.73221313953399658
2009-01-15 00:00:00,1.1025079488754272,1.1025079488754272,1.1025079488754272,1.1025079488754272,1.1025079488754272
2009-01-16 00:00:00,1.2300100326538086,1.2300100326538086,1.2300100326538086,1.2300100326538086,1.2300100326538086
2009-01-17 00:00:00,1.2219105958938599,1.2219105958938599,1.2219105958938599,1.2219105958938599,1.2219105958938599
2009-01-18 00:00:00,0.93552392721176147,0.93552392721176147,0.93552392721176147,0.93552392721176147,0.93552392721176147
2009-01-19 00:00:00,0.99368226528167725,0.99368226528167725,0.99368226528167725,0.99368226528167725,0.99368226528167725
2009-01-20 00:00:00,0.84379583597183228,0.84379583597183228,0.84379583597183228,0.84379583597183228,0.84379583597183228
2009-01-21 00:00:00,0.73689693212509155,0.73689693212509155,0.73689693212509155,0.73689693212509155,0.73689693212509155
2009-01-22 00:00:00,1.2549022436141968,1.2549022436141968,1.2549022436141968,1.2549022436141968,1.2549022436141968
2009-01-23 00:00:00,0.95542937517166138,0.95542937517166138,0.95542937517166138,0.95542937517166138,0.95542937517166138
2009-01-24 00:00:00,0.71825623512268066,0.71825623512268066,0.71825623512268066,0.71825623512268066,0.71825623512268066
2009-01-25 00:00:00,1.2369800806045532,1.2369800806045532,1.2369800806045532,1.2369800806045532,1.2369800806045532
2009-01-26 00:00:00,1.0512135028839111,1.0512135028839111,1.0512135028839111,1.0512135028839111,1.0512135028839111
2009-01-27 00:00:00,0.6974981427192688,0.6974981427192688,0.6974981427192688,0.6974981427192688,0.6974981427192688
2009-01-28 00:00:00,1.3122819662094116,1.3122819662094116,1.3122819662094116,1.3122819662094116,1.3122819662094116
2009-01-29 00:00:00,0.88767153024673462,0.88767153024673462,0.88767153024673462,0.88767153024673462,0.88767153024673462
2009-01-30 00:00:00,0.89152544736862183,0.89152544736862183,0.89152544736862183,0.89152544736862183,0.89152544736862183
2009-01-31 00:00:00,0.88217467069625854,0.88217467069625854,0.88217473030090332,0.88217473030090332,0.88217473030090332
2009-02-01 00:00:00,0.66820007562637329,0.66820007562637329,0.66820007562637329,0.66820007562637329,0.66820007562637329
2009-02-02 00:00:00,0.66475999355316162,0.66475999355316162,0.66475999355316162,0.66475999355316162,0.66475999355316162
2009-02-03 00:00:00,0.67463409900665283,0.67463409900665283,0.67463409900665283,0.67463409900665283,0.67463409900665283
2009-02-04 00:00:00,0.63489115238189697,0.63489121198654175,0.63489121198654175,0.63489121198654175,0.63489121198654175
2009-02-05 00:00:00,0.80632883310317993,0.80632889270782471,0.80632889270782471,0.80632889270782471,0.80632889270782471
2009-02-06 00:00:00,0.86848348379135132,0.86848348379135132,0.86848348379135132,0.86848348379135132,0.86848348379135132
2009-02-07 00:00:00,0.55392491817474365,0.55392521619796753,0.5539252758026123,0.5539252758026123,0.5539252758026123
2009-02-08 00:00:00,0.70402759313583374,0.70402801036834717,0.70402801036834717,0.70402806997299194,0.70402806997299194
2009-02-09 00:00:00,1.1144411563873291,1.1144412755966187,1.1144412755966187,1.1144412755966187,1.1144412755966187
2009-02-10 00:00:00,0.82068479061126709,0.82068568468093872,0.82068580389022827,0.82068580389022827,0.82068580389022827
2009-02-11 00:00:00,0.67252886295318604,0.67253059148788452,0.67253082990646362,0.67253082990646362,0.67253082990646362
2009-02-12 00:00:00,0.68959933519363403,0.68960130214691162,0.6896016001701355,0.6896016001701355,0.6896016001701355
2009-02-13 00:00:00,0.90427172183990479,0.90427494049072266,0.90427535772323608,0.90427541732788086,0.90427541732788086
2009-02-14 00:00:00,0.6214633584022522,0.62146949768066406,0.62147033214569092,0.62147045135498047,0.62147051095962524
2009-02-15 00:00:00,1.1583288908004761,1.1583341360092163,1.1583348512649536,1.1583349704742432,1.1583349704742432
2009-02-16 00:00:00,1.2980494499206543,1.298060417175293,1.2980620861053467,1.2980623245239258,1.2980623245239258
