dates,nee_budburst-10,nee_budburst-5,nee_budburst+0,nee_budburst+5,nee_budburst+10
2009-01-01 00:00:00,1.7906128168106079,1.7906128168106079,1.7906128168106079,1.7906128168106079,1.7906128168106079
2009-01-02 00:00:00,1.8432532548904419,1.8432537317276001,1.8432539701461792,1.8432542085647583,1.8432542085647583
2009-01-03 00:00:00,1.5594524145126343,1.5594544410705566,1.5594555139541626,1.5594561100006104,1.559456467628479
2009-01-04 00:00:00,1.5802361965179443,1.5802372694015503,1.580237865447998,1.5802382230758667,1.5802384614944458
2009-01-05 00:00:00,1.7365987300872803,1.7366008758544922,1.7366020679473877,1.736602783203125,1.7366031408309937
2009-01-06 00:00:00,1.477130651473999,1.4771369695663452,1.4771404266357422,1.4771422147750854,1.4771432876586914
2009-01-07 00:00:00,1.6390492916107178,1.639052152633667,1.6390535831451416,1.6390544176101685,1.6390548944473267
2009-01-08 00:00:00,1.812031626701355,1.8120384216308594,1.8120421171188354,1.8120440244674683,1.8120452165603638
2009-01-09 00:00:00,1.507843017578125,1.5078485012054443,1.5078513622283936,1.5078530311584473,1.5078538656234741
2009-01-10 00:00:00,1.5543973445892334,1.5544024705886841,1.5544052124023438,1.5544066429138184,1.5544074773788452
2009-01-11 00:00:00,2.1230175495147705,2.123030424118042,2.1230373382568359,2.1230411529541016,2.1230432987213135
2009-01-12 00:00:00,2.4526410102844238,2.4526433944702148,2.4526445865631104,2.4526453018188477,2.4526455402374268
2009-01-13 00:00:00,2.2961568832397461,2.2961711883544922,2.2961788177490234,2.2961828708648682,2.2961850166320801
2009-01-14 00:00:00,1.9520004987716675,1.9520204067230225,1.9520312547683716,1.95203697681427,1.9520401954650879
2009-01-15 00:00:00,2.223956823348999,2.2239689826965332,2.2239754199981689,2.2239789962768555,2.2239809036254883
2009-01-16 00:00:00,2.311814546585083,2.3118252754211426,2.311830997467041,2.3118340969085693,2.311835765838623
2009-01-17 00:00:00,2.3777170181274414,2.3777554035186768,2.3777759075164795,2.3777868747711182,2.3777930736541748
2009-01-18 00:00:00,2.139437198638916,2.1394820213317871,2.1395063400268555,2.139519214630127,2.1395261287689209
2009-01-19 00:00:00,2.1186788082122803,2.1187050342559814,2.1187193393707275,2.1187269687652588,2.1187310218811035
2009-01-20 00:00:00,2.0063931941986084,2.0064363479614258,2.0064597129821777,2.006472110748291,2.0064787864685059
2009-01-21 00:00:00,1.9624800682067871,1.962559700012207,1.9626024961471558,1.9626255035400391,1.9626380205154419
2009-01-22 00:00:00,2.3251543045043945,2.3251972198486328,2.3252203464508057,2.3252327442169189,2.3252394199371338
2009-01-23 00:00:00,2.1034078598022461,2.1034822463989258,2.1035223007202148,2.103543758392334,2.10355544090271
2009-01-24 00:00:00,1.9109077453613281,1.9110162258148193,1.9110746383666992,1.9111061096191406,1.9111230373382568
2009-01-25 00:00:00,2.2753365039825439,2.2753770351409912,2.2753989696502686,2.2754106521606445,2.2754168510437012
2009-01-26 00:00:00,2.1407504081726074,2.1408271789550781,2.1408684253692627,2.1408905982971191,2.1409027576446533
2009-01-27 00:00:00,1.8824648857116699,1.8826360702514648,1.8827286958694458,1.8827786445617676,1.8828054666519165
2009-01-28 00:00:00,2.3080370426177979,2.3080704212188721,2.3080883026123047,2.3080980777740479,2.3081033229827881
2009-01-29 00:00:00,2.0190513134002686,2.0192265510559082,2.0193216800689697,2.0193731784820557,2.0194008350372314
2009-01-30 00:00:00,2.0444598197937012,2.044715404510498,2.0448546409606934,2.0449295043945312,2.0449700355529785
2009-01-31 00:00:00,2.0004451274871826,2.0006623268127441,2.0007805824279785,2.0008447170257568,2.0008790493011475
2009-02-01 00:00:00,1.7614089250564575,1.7615888118743896,1.761687159538269,1.7617403268814087,1.7617690563201904
2009-02-02 00:00:00,1.7143570184707642,1.7144713401794434,1.7145339250564575,1.7145678997039795,1.7145861387252808
2009-02-03 00:00:00,1.7741957902908325,1.7744661569595337,1.7746145725250244,1.7746951580047607,1.7747386693954468
2009-02-04 00:00:00,1.8331229686737061,1.8337855339050293,1.8341501951217651,1.8343484401702881,1.8344556093215942
2009-02-05 00:00:00,1.8785115480422974,1.8787871599197388,1.8789392709732056,1.8790222406387329,1.879067063331604
2009-02-06 00:00:00,1.8966304063796997,1.8967623710632324,1.8968354463577271,1.896875262260437,1.8968968391418457
2009-02-07 00:00:00,1.7475361824035645,1.7485349178314209,1.7490898370742798,1.7493935823440552,1.7495583295822144
2009-02-08 00:00:00,1.855665922164917,1.8566093444824219,1.8571352958679199,1.8574240207672119,1.8575807809829712
2009-02-09 00:00:00,2.1158187389373779,2.1160686016082764,2.1162083148956299,2.1162850856781006,2.1163270473480225
2009-02-10 00:00:00,1.9568268060684204,1.9580832719802856,1.9587889909744263,1.9591784477233887,1.9593907594680786
2009-02-11 00:00:00,1.8598191738128662,1.861655592918396,1.8626915216445923,1.8632650375366211,1.8635784387588501
2009-02-12 00:00:00,1.8290446996688843,1.8306167125701904,1.8315069675445557,1.8320015668869019,1.8322722911834717
2009-02-13 00:00:00,2.0233743190765381,2.0253269672393799,2.0264377593994141,2.0270569324493408,2.0273966789245605
2009-02-14 00:00:00,1.8180451393127441,1.8209669589996338,1.8226373195648193,1.8235719203948975,1.8240863084793091
2009-02-15 00:00:00,2.1911025047302246,2.1929843425750732,2.1940648555755615,2.194671630859375,2.1950063705444336
2009-02-16 00:00:00,2.316063404083252,2.3191404342651367,2.3209164142608643,2.3219177722930908,2.322472095489502
2009-02-17 00:00:00,2.4291291236877441,2.4308955669403076,2.431920051574707,2.4325001239776611,2.4328219890594482
2009-02-18 00:00:00,2.4546010494232178,2.4562413692474365,2.4571976661682129,2.4577414989471436,2.4580442905426025
2009-02-19 00:00:00,2.3311946392059326,2.3336226940155029,2.3350465297698975,2.335860013961792,2.3363146781921387
2009-02-20 00:00:00,2.2030985355377197,2.2076849937438965,2.2103919982910156,2.2119462490081787,2.2128188610076904
2009-02-21 00:00:00,2.2535197734832764,2.2605605125427246,2.2647442817687988,2.2671594619750977,2.2685210704803467
2009-02-22 00:00:00,2.3923916816711426,2.3975827693939209,2.4006845951080322,2.4024837017059326,2.4035019874572754
2009-02-23 00:00:00,2.4669761657714844,2.4710943698883057,2.4735703468322754,2.4750137329101562,2.4758341312408447
2009-02-24 00:00:00,2.5426545143127441,2.546297550201416,2.5485024452209473,2.5497946739196777,2.5505325794219971
2009-02-25 00:00:00,2.5084295272827148,2.510918140411377,2.5124342441558838,2.5133280754089355,2.5138406753540039
2009-02-26 00:00:00,2.3162307739257812,2.3241446018218994,2.3290090560913086,2.3318963050842285,2.3335616588592529
2009-02-27 00:00:00,2.3751959800720215,2.3888850212097168,2.3973779678344727,2.4024560451507568,2.4054017066955566
2009-02-28 00:00:00,2.3110108375549316,2.3173208236694336,2.3212575912475586,2.3236234188079834,2.3250019550323486
2009-03-01 00:00:00,2.2314209938049316,2.2422873973846436,2.2491316795349121,2.2532758712768555,2.2557055950164795
2009-03-02 00:00:00,2.0655877590179443,2.0846643447875977,2.0968163013458252,2.104238748550415,2.1086201667785645
2009-03-03 00:00:00,2.3799831867218018,2.3880364894866943,2.3931925296783447,2.3963568210601807,2.3982334136962891
2009-03-04 00:00:00,1.8649657964706421,1.88733971118927,1.9018642902374268,1.9108732938766479,1.916258692741394
2009-03-05 00:00:00,1.9200255870819092,1.9326668977737427,1.9409250020980835,1.9460759162902832,1.949170708656311
2009-03-06 00:00:00,1.8726015090942383,1.9055001735687256,1.9273536205291748,1.9411574602127075,1.9495306015014648
2009-03-07 00:00:00,2.2587547302246094,2.2871365547180176,2.3061399459838867,2.3182249069213867,2.3255987167358398
2009-03-08 00:00:00,2.052786111831665,2.0852720737457275,2.1072921752929688,2.1214325428009033,2.1301281452178955
2009-03-09 00:00:00,1.989949107170105,2.0301587581634521,2.0577781200408936,2.0757012367248535,2.0868158340454102
2009-03-10 00:00:00,2.359546422958374,2.384906530380249,2.402446985244751,2.4138984680175781,2.4210383892059326
2009-03-11 00:00:00,2.0721397399902344,2.1130211353302002,2.1417942047119141,2.1608345508575439,2.1728308200836182
2009-03-12 00:00:00,2.5127933025360107,2.541071891784668,2.5611305236816406,2.5744924545288086,2.582960844039917
2009-03-13 00:00:00,2.3214559555053711,2.3482418060302734,2.3674938678741455,2.3804543018341064,2.3887388706207275
2009-03-14 00:00:00,2.2680702209472656,2.3182809352874756,2.3551137447357178,2.3803107738494873,2.3966176509857178
2009-03-15 00:00:00,2.0376179218292236,2.1081490516662598,2.1609864234924316,2.1977391242980957,2.2218339443206787
2009-03-16 00:00:00,1.9005866050720215,1.9748847484588623,2.031496524810791,2.071415901184082,2.0978729724884033
2009-03-17 00:00:00,1.9496232271194458,2.0270380973815918,2.0869686603546143,2.1297805309295654,2.1584529876708984
2009-03-18 00:00:00,1.9472225904464722,2.0301809310913086,2.095505952835083,2.1428310871124268,2.1748857498168945
2009-03-19 00:00:00,1.764858603477478,1.8582165241241455,1.9332022666931152,1.9884308576583862,2.0263373851776123
2009-03-20 00:00:00,1.6567752361297607,1.7518271207809448,1.8294709920883179,1.8874802589416504,1.9277623891830444
2009-03-21 00:00:00,1.730272650718689,1.8253482580184937,1.904415488243103,1.9643939733505249,2.0065619945526123
