dates,DALEC2_nee,gap_filled_nee,assimilated_nee
2009-04-03 00:00:00,1.632387638092041,1.8314996957778931,nan
2009-04-04 00:00:00,1.1892560720443726,1.7982282638549805,nan
2009-04-05 00:00:00,1.1183038949966431,1.7219167947769165,nan
2009-04-06 00:00:00,1.2950177192687988,1.9376062154769897,nan
2009-04-07 00:00:00,1.1704626083374023,2.0781865119934082,nan
2009-04-08 00:00:00,0.91693508625030518,1.9861165285110474,1.6741000413894653
2009-04-09 00:00:00,2.1605508327484131,2.9551670551300049,nan
2009-04-10 00:00:00,2.1062450408935547,2.7351448535919189,nan
2009-04-11 00:00:00,1.9772663116455078,1.5239906311035156,nan
2009-04-12 00:00:00,2.1604382991790771,1.9576319456100464,nan
2009-04-13 00:00:00,0.80799943208694458,1.8789054155349731,nan
2009-04-14 00:00:00,0.88276797533035278,1.5095728635787964,nan
2009-04-15 00:00:00,1.1911200284957886,1.8383569717407227,nan
2009-04-16 00:00:00,0.78279918432235718,1.6937918663024902,nan
2009-04-17 00:00:00,2.1041450500488281,2.0781404972076416,nan
2009-04-18 00:00:00,0.55748766660690308,1.05388343334198,nan
2009-04-19 00:00:00,0.26215130090713501,1.0224730968475342,nan
2009-04-20 00:00:00,0.51929819583892822,1.2661677598953247,nan
2009-04-21 00:00:00,0.16095881164073944,2.1013045310974121,nan
2009-04-22 00:00:00,-0.15091775357723236,2.1470913887023926,nan
2009-04-23 00:00:00,-0.020933650434017181,1.2453799247741699,nan
2009-04-24 00:00:00,-0.037750985473394394,2.3403873443603516,nan
2009-04-25 00:00:00,-0.12658876180648804,2.9745955467224121,nan
2009-04-26 00:00:00,-0.93387597799301147,1.441705584526062,nan
2009-04-27 00:00:00,0.69855356216430664,1.3518106937408447,nan
2009-04-28 00:00:00,-0.24585078656673431,2.0723090171813965,nan
2009-04-29 00:00:00,-1.1853362321853638,1.5300724506378174,nan
2009-04-30 00:00:00,1.0721588134765625,3.2119536399841309,nan
2009-05-01 00:00:00,-0.77052438259124756,1.7115137577056885,nan
2009-05-02 00:00:00,-1.0004745721817017,0.97712677717208862,nan
2009-05-03 00:00:00,-1.3585342168807983,0.57338196039199829,-0.22092999517917633
2009-05-04 00:00:00,-0.37075397372245789,0.37909144163131714,nan
2009-05-05 00:00:00,-0.36669892072677612,1.2115392684936523,nan
2009-05-06 00:00:00,-0.94327449798583984,1.5581092834472656,nan
2009-05-07 00:00:00,0.78479450941085815,1.7450065612792969,nan
2009-05-08 00:00:00,-1.5347552299499512,0.35108187794685364,nan
2009-05-09 00:00:00,-1.6087467670440674,-0.61384177207946777,nan
2009-05-10 00:00:00,-1.7853927612304688,-0.2304907888174057,nan
2009-05-11 00:00:00,-2.6653668880462646,-0.7726285457611084,nan
2009-05-12 00:00:00,-2.0147368907928467,-0.41876286268234253,-0.73395997285842896
2009-05-13 00:00:00,0.82834130525588989,2.4616982936859131,nan
2009-05-14 00:00:00,-0.26726645231246948,1.743385910987854,nan
2009-05-15 00:00:00,-0.45323851704597473,0.1823098361492157,0.4783099889755249
2009-05-16 00:00:00,-2.6564896106719971,-1.8651020526885986,nan
2009-05-17 00:00:00,-1.7012206315994263,0.15417151153087616,nan
2009-05-18 00:00:00,-2.3830969333648682,-2.1060562133789062,nan
2009-05-19 00:00:00,-2.6999647617340088,-2.4110584259033203,nan
2009-05-20 00:00:00,-3.0563154220581055,-3.8482296466827393,nan
2009-05-21 00:00:00,-3.4955248832702637,-2.8216793537139893,nan
2009-05-22 00:00:00,-3.4390389919281006,-3.1809074878692627,nan
2009-05-23 00:00:00,-3.0739305019378662,-3.9422731399536133,nan
2009-05-24 00:00:00,-3.3255870342254639,-2.7745075225830078,nan
2009-05-25 00:00:00,-2.4651310443878174,-3.8493967056274414,nan
2009-05-26 00:00:00,-3.6644139289855957,-3.8032333850860596,-4.129000186920166
2009-05-27 00:00:00,-0.21725007891654968,0.43678957223892212,nan
2009-05-28 00:00:00,-2.776766300201416,-1.6960539817810059,nan
2009-05-29 00:00:00,-3.8334343433380127,-3.9835014343261719,nan
2009-05-30 00:00:00,-4.8551654815673828,-5.045588493347168,nan
2009-05-31 00:00:00,-4.2216062545776367,-4.3003535270690918,nan
2009-06-01 00:00:00,-4.1366443634033203,-5.880530834197998,nan
2009-06-02 00:00:00,-4.7146129608154297,-5.6552305221557617,nan
2009-06-03 00:00:00,-4.2661247253417969,-4.1724534034729004,nan
2009-06-04 00:00:00,-5.9081473350524902,-6.8911252021789551,nan
2009-06-05 00:00:00,-2.9683487415313721,-1.4101163148880005,nan
2009-06-06 00:00:00,-3.5065126419067383,-2.3737483024597168,nan
2009-06-07 00:00:00,-5.2413296699523926,-5.6549592018127441,nan
2009-06-08 00:00:00,-2.8395345211029053,-2.8171474933624268,nan
2009-06-09 00:00:00,-3.1300015449523926,-1.5375206470489502,nan
2009-06-10 00:00:00,-3.6984596252441406,-2.2907779216766357,nan
2009-06-11 00:00:00,-6.2155900001525879,-8.0267724990844727,nan
2009-06-12 00:00:00,-4.5325107574462891,-6.4390239715576172,nan
2009-06-13 00:00:00,-6.1371855735778809,-6.7186880111694336,nan
2009-06-14 00:00:00,-6.5126762390136719,-7.5686883926391602,-7.9489002227783203
2009-06-15 00:00:00,-5.9057621955871582,-6.7700915336608887,nan
2009-06-16 00:00:00,-5.7605338096618652,-4.7594738006591797,nan
2009-06-17 00:00:00,-5.1302971839904785,-8.4178180694580078,nan
2009-06-18 00:00:00,-6.3060121536254883,-8.6451683044433594,nan
2009-06-19 00:00:00,-7.1070938110351562,-8.5803556442260742,-9.2848997116088867
2009-06-20 00:00:00,-5.9105534553527832,-7.4577369689941406,-7.6518001556396484
2009-06-21 00:00:00,-6.5140881538391113,-7.6896114349365234,nan
2009-06-22 00:00:00,-5.2972526550292969,-6.216240406036377,nan
2009-06-23 00:00:00,-7.1810832023620605,-7.677527904510498,nan
2009-06-24 00:00:00,-7.0134873390197754,-8.0348339080810547,-8.6049995422363281
2009-06-25 00:00:00,-5.7929606437683105,-7.0482587814331055,nan
2009-06-26 00:00:00,-5.1217989921569824,-4.9905943870544434,nan
2009-06-27 00:00:00,-6.7209787368774414,-6.8374929428100586,nan
2009-06-28 00:00:00,-5.7156744003295898,-9.185603141784668,nan
2009-06-29 00:00:00,-7.0240859985351562,-6.7801527976989746,nan
2009-06-30 00:00:00,-6.5043563842773438,-6.6194782257080078,nan
2009-07-01 00:00:00,-6.9037346839904785,-6.9165444374084473,nan
2009-07-02 00:00:00,-6.3039159774780273,-6.2258081436157227,nan
2009-07-03 00:00:00,-6.732846736907959,-5.403872013092041,-6.253699779510498
2009-07-04 00:00:00,-6.9394731521606445,-6.4941830635070801,-6.154900074005127
2009-07-05 00:00:00,-8.5238018035888672,-7.9131960868835449,nan
2009-07-06 00:00:00,-7.2707581520080566,-4.9453363418579102,-6.1283001899719238
2009-07-07 00:00:00,-7.1887698173522949,-5.7891707420349121,nan
2009-07-08 00:00:00,-6.2888932228088379,-5.4190001487731934,-5.3010001182556152
2009-07-09 00:00:00,-7.3811492919921875,-6.4555215835571289,nan
2009-07-10 00:00:00,-6.6339154243469238,-7.1741437911987305,nan
2009-07-11 00:00:00,-2.1209602355957031,0.56472420692443848,nan
2009-07-12 00:00:00,-7.6363286972045898,-5.0241470336914062,-5.2493000030517578
2009-07-13 00:00:00,-6.9284539222717285,-6.3849396705627441,nan
2009-07-14 00:00:00,-7.4815182685852051,-5.8587360382080078,nan
2009-07-15 00:00:00,-7.1610226631164551,-6.1051998138427734,-6.8400001525878906
2009-07-16 00:00:00,-7.5699949264526367,-7.6271243095397949,nan
2009-07-17 00:00:00,-4.7116312980651855,-2.4876213073730469,-2.2544999122619629
2009-07-18 00:00:00,-8.0501623153686523,-6.1491990089416504,-6.8580999374389648
2009-07-19 00:00:00,-7.1496920585632324,-7.1866936683654785,-7.9883999824523926
2009-07-20 00:00:00,-7.487055778503418,-7.0626211166381836,-7.0054001808166504
2009-07-21 00:00:00,-4.2886805534362793,-2.3099768161773682,nan
2009-07-22 00:00:00,-8.1998710632324219,-7.6918044090270996,nan
2009-07-23 00:00:00,-8.2852087020874023,-7.7373127937316895,nan
2009-07-24 00:00:00,-6.3586812019348145,-4.7249031066894531,nan
2009-07-25 00:00:00,-7.1115283966064453,-7.1749176979064941,-7.7142000198364258
2009-07-26 00:00:00,-5.8524727821350098,-5.9213833808898926,nan
2009-07-27 00:00:00,-6.9611873626708984,-5.7077579498291016,-5.8484001159667969
2009-07-28 00:00:00,-7.9369630813598633,-8.5444107055664062,-9.3416004180908203
2009-07-29 00:00:00,-5.3440413475036621,-3.5638091564178467,-4.3043999671936035
2009-07-30 00:00:00,-7.9226188659667969,-8.3512258529663086,nan
2009-07-31 00:00:00,-7.5215582847595215,-7.3900437355041504,nan
2009-08-01 00:00:00,-2.9687762260437012,-1.6888341903686523,nan
2009-08-02 00:00:00,-7.3491010665893555,-6.896235466003418,nan
2009-08-03 00:00:00,-7.2190766334533691,-5.9690999984741211,nan
2009-08-04 00:00:00,-1.4259239435195923,2.6274521350860596,nan
2009-08-05 00:00:00,-6.1827731132507324,-6.0126767158508301,nan
2009-08-06 00:00:00,-4.2219376564025879,-3.2879989147186279,nan
2009-08-07 00:00:00,-5.7656302452087402,-4.033139705657959,nan
2009-08-08 00:00:00,-6.1050581932067871,-5.9534521102905273,nan
2009-08-09 00:00:00,-5.823056697845459,-6.6003837585449219,nan
2009-08-10 00:00:00,-4.6633172035217285,-4.7458796501159668,nan
2009-08-11 00:00:00,-5.7792539596557617,-5.1829729080200195,nan
2009-08-12 00:00:00,-4.2145662307739258,-4.698054313659668,-5.324699878692627
2009-08-13 00:00:00,-5.0311932563781738,-4.807823657989502,nan
2009-08-14 00:00:00,-7.1574840545654297,-8.7006731033325195,nan
2009-08-15 00:00:00,-4.3633880615234375,-4.3666925430297852,nan
2009-08-16 00:00:00,-6.377626895904541,-6.4821939468383789,nan
2009-08-17 00:00:00,-5.2335972785949707,-5.8553633689880371,nan
2009-08-18 00:00:00,-5.366668701171875,-8.1271181106567383,nan
2009-08-19 00:00:00,-5.5758633613586426,-5.8890233039855957,-7.3509001731872559
2009-08-20 00:00:00,-4.4872498512268066,-4.4136905670166016,nan
2009-08-21 00:00:00,-5.7173562049865723,-5.6810941696166992,nan
2009-08-22 00:00:00,-4.4647741317749023,-5.5233359336853027,nan
2009-08-23 00:00:00,-5.6048650741577148,-7.1493868827819824,nan
2009-08-24 00:00:00,-4.2398920059204102,-5.5362668037414551,nan
2009-08-25 00:00:00,-5.4096755981445312,-6.1449484825134277,nan
2009-08-26 00:00:00,-3.2237701416015625,-2.408724308013916,nan
2009-08-27 00:00:00,-5.537259578704834,-5.4045286178588867,nan
2009-08-28 00:00:00,-5.9468097686767578,-6.7473697662353516,nan
2009-08-29 00:00:00,-5.6176943778991699,-7.012352466583252,nan
2009-08-30 00:00:00,-1.91582190990448,-1.4460495710372925,nan
2009-08-31 00:00:00,-4.2085318565368652,-2.8640353679656982,nan
2009-09-01 00:00:00,-5.7438626289367676,-6.0830893516540527,-6.496300220489502
2009-09-02 00:00:00,-2.8516333103179932,-2.5980949401855469,-2.4702999591827393
2009-09-03 00:00:00,-5.3006415367126465,-5.4579620361328125,nan
2009-09-04 00:00:00,-5.5991039276123047,-5.9787993431091309,nan
2009-09-05 00:00:00,-4.6695470809936523,-5.2307357788085938,nan
2009-09-06 00:00:00,-3.9150469303131104,-4.2725934982299805,nan
2009-09-07 00:00:00,-0.74808984994888306,-1.2892454862594604,nan
2009-09-08 00:00:00,-4.6175117492675781,-2.4252510070800781,nan
2009-09-09 00:00:00,-3.2321200370788574,-4.7236685752868652,nan
2009-09-10 00:00:00,-4.6028885841369629,-5.477412223815918,nan
2009-09-11 00:00:00,-4.2431178092956543,-5.6690840721130371,nan
2009-09-12 00:00:00,-4.2737712860107422,-5.0872049331665039,nan
2009-09-13 00:00:00,-2.1462414264678955,-3.8997812271118164,-2.9168000221252441
2009-09-14 00:00:00,-3.3571741580963135,-3.9835958480834961,nan
2009-09-15 00:00:00,0.70091718435287476,0.052724089473485947,-0.22078000009059906
2009-09-16 00:00:00,-3.2325527667999268,-3.315312385559082,-3.9697999954223633
2009-09-17 00:00:00,-3.2666761875152588,-3.9611806869506836,nan
2009-09-18 00:00:00,-0.60679280757904053,-1.4062055349349976,nan
2009-09-19 00:00:00,-2.4309635162353516,-2.9392998218536377,nan
2009-09-20 00:00:00,-1.7707686424255371,-1.9031386375427246,nan
2009-09-21 00:00:00,-2.8106637001037598,-3.2366831302642822,nan
2009-09-22 00:00:00,-1.7392289638519287,-2.9103610515594482,-2.3471000194549561
2009-09-23 00:00:00,0.19885709881782532,-0.79139029979705811,nan
2009-09-24 00:00:00,-2.8158276081085205,-2.6497690677642822,nan
2009-09-25 00:00:00,-2.6532371044158936,-2.6495859622955322,nan
2009-09-26 00:00:00,-2.0229201316833496,-1.9621222019195557,nan
2009-09-27 00:00:00,-2.2421674728393555,-2.2772796154022217,nan
2009-09-28 00:00:00,-0.6302146315574646,0.024568488821387291,nan
2009-09-29 00:00:00,-1.5566120147705078,-1.7690397500991821,nan
2009-09-30 00:00:00,-0.24661944806575775,-0.4267984926700592,nan
2009-10-01 00:00:00,-2.0491495132446289,-2.4855387210845947,nan
2009-10-02 00:00:00,-1.9751230478286743,-2.0737438201904297,nan
2009-10-03 00:00:00,0.24587553739547729,0.84767621755599976,nan
2009-10-04 00:00:00,-1.6387906074523926,0.16508296132087708,nan
2009-10-05 00:00:00,1.6587197780609131,4.2037496566772461,nan
2009-10-06 00:00:00,2.3472630977630615,1.0778743028640747,nan
2009-10-07 00:00:00,1.7907222509384155,1.9607590436935425,nan
2009-10-08 00:00:00,-2.0300118923187256,-3.0438752174377441,nan
2009-10-09 00:00:00,1.1606889963150024,1.2664552927017212,nan
2009-10-10 00:00:00,-0.90826863050460815,-1.0945711135864258,nan
2009-10-11 00:00:00,1.5287033319473267,3.1937615871429443,nan
2009-10-12 00:00:00,-1.2457252740859985,-1.8156476020812988,nan
2009-10-13 00:00:00,-0.9768059253692627,-1.6628388166427612,nan
2009-10-14 00:00:00,1.093291163444519,0.41177031397819519,nan
2009-10-15 00:00:00,0.85996812582015991,0.62070751190185547,nan
2009-10-16 00:00:00,0.8892136812210083,0.5912928581237793,nan
2009-10-17 00:00:00,1.2015081644058228,0.79897749423980713,nan
2009-10-18 00:00:00,1.6136162281036377,1.3255189657211304,nan
2009-10-19 00:00:00,1.3267250061035156,1.4591026306152344,nan
2009-10-20 00:00:00,1.7405236959457397,1.0187646150588989,nan
2009-10-21 00:00:00,1.8255684375762939,1.3765368461608887,nan
2009-10-22 00:00:00,1.6344799995422363,1.0032055377960205,2.5532000064849854
2009-10-23 00:00:00,0.7091829776763916,0.16332775354385376,nan
2009-10-24 00:00:00,2.6595375537872314,2.5755875110626221,3.5559999942779541
2009-10-25 00:00:00,0.66436338424682617,0.43462806940078735,nan
2009-10-26 00:00:00,0.7196386456489563,0.70901525020599365,nan
2009-10-27 00:00:00,1.4122815132141113,0.61982601881027222,nan
2009-10-28 00:00:00,1.9502853155136108,1.1704659461975098,nan
2009-10-29 00:00:00,2.0886468887329102,1.1247305870056152,nan
2009-10-30 00:00:00,1.6947495937347412,1.1701303720474243,1.5252000093460083
2009-10-31 00:00:00,2.0884380340576172,1.7755590677261353,nan
2009-11-01 00:00:00,2.4699094295501709,2.0246138572692871,3.8633999824523926
2009-11-02 00:00:00,0.52181440591812134,0.53509551286697388,nan
2009-11-03 00:00:00,1.7749820947647095,0.88474768400192261,1.1308000087738037
2009-11-04 00:00:00,0.93578082323074341,0.15711753070354462,-0.048787999898195267
2009-11-05 00:00:00,1.2032269239425659,0.22458016872406006,0.15933999419212341
2009-11-06 00:00:00,2.224973201751709,1.4673832654953003,nan
2009-11-07 00:00:00,0.90614783763885498,0.29543745517730713,nan
2009-11-08 00:00:00,2.5304021835327148,1.4839059114456177,nan
2009-11-09 00:00:00,2.0757269859313965,0.87399411201477051,nan
2009-11-10 00:00:00,2.4363417625427246,1.7978829145431519,nan
2009-11-11 00:00:00,2.1898329257965088,1.2295035123825073,nan
2009-11-12 00:00:00,2.5248041152954102,2.2632195949554443,2.9556999206542969
2009-11-13 00:00:00,3.0626943111419678,3.7703144550323486,nan
2009-11-14 00:00:00,2.7196545600891113,3.0679364204406738,nan
2009-11-15 00:00:00,1.8736990690231323,2.0347676277160645,nan
2009-11-16 00:00:00,2.1059319972991943,2.3997037410736084,nan
2009-11-17 00:00:00,2.0816581249237061,2.0242753028869629,2.1293001174926758
2009-11-18 00:00:00,3.2814257144927979,2.7975907325744629,3.5155999660491943
2009-11-19 00:00:00,2.4643542766571045,3.2641427516937256,3.9849998950958252
2009-11-20 00:00:00,2.9297988414764404,3.2672507762908936,nan
2009-11-21 00:00:00,2.8941800594329834,4.0724940299987793,nan
2009-11-22 00:00:00,3.0164706707000732,2.6834924221038818,2.9128999710083008
2009-11-23 00:00:00,2.5364742279052734,2.0068502426147461,nan
2009-11-24 00:00:00,2.8826973438262939,2.0192515850067139,nan
2009-11-25 00:00:00,2.6223886013031006,2.1300406455993652,nan
2009-11-26 00:00:00,1.8870431184768677,1.6122040748596191,nan
2009-11-27 00:00:00,2.1773455142974854,1.3364537954330444,nan
2009-11-28 00:00:00,1.8229169845581055,2.0504164695739746,2.5141000747680664
2009-11-29 00:00:00,2.6260571479797363,2.9525911808013916,3.5715999603271484
2009-11-30 00:00:00,2.2276797294616699,1.7875186204910278,1.9586999416351318
2009-12-01 00:00:00,1.6148718595504761,2.0784826278686523,nan
2009-12-02 00:00:00,2.4641895294189453,2.6989638805389404,nan
2009-12-03 00:00:00,2.2874455451965332,1.6452335119247437,nan
2009-12-04 00:00:00,1.8310290575027466,2.0730581283569336,nan
2009-12-05 00:00:00,2.7708055973052979,2.4509153366088867,2.8324000835418701
2009-12-06 00:00:00,2.3654136657714844,2.2638630867004395,2.8176000118255615
2009-12-07 00:00:00,2.906524658203125,2.4992496967315674,nan
2009-12-08 00:00:00,2.345106840133667,2.3071041107177734,nan
2009-12-09 00:00:00,2.8370907306671143,1.8053227663040161,nan
2009-12-10 00:00:00,2.0573189258575439,1.2399188280105591,nan
2009-12-11 00:00:00,2.2181649208068848,1.396976113319397,nan
2009-12-12 00:00:00,2.2257125377655029,1.4661146402359009,nan
2009-12-13 00:00:00,2.1750977039337158,1.3503493070602417,nan
2009-12-14 00:00:00,1.9360902309417725,0.8509293794631958,nan
2009-12-15 00:00:00,2.1657290458679199,1.1419088840484619,nan
2009-12-16 00:00:00,1.8423937559127808,2.0511422157287598,nan
2009-12-17 00:00:00,1.7530397176742554,0.58995044231414795,nan
2009-12-18 00:00:00,1.4989677667617798,1.0631241798400879,nan
2009-12-19 00:00:00,1.2559683322906494,1.4594454765319824,nan
2009-12-20 00:00:00,1.4455827474594116,0.78797620534896851,nan
2009-12-21 00:00:00,2.1094908714294434,1.3606947660446167,nan
2009-12-22 00:00:00,1.5600841045379639,1.197950005531311,nan
2009-12-23 00:00:00,1.8317025899887085,1.4913095235824585,nan
2009-12-24 00:00:00,2.2015488147735596,1.2756720781326294,nan
2009-12-25 00:00:00,1.8451926708221436,0.29213374853134155,nan
2009-12-26 00:00:00,2.525681734085083,1.4552464485168457,nan
2009-12-27 00:00:00,2.1226954460144043,1.048029899597168,nan
2009-12-28 00:00:00,1.5120881795883179,1.1800655126571655,nan
2009-12-29 00:00:00,2.5175154209136963,1.4306951761245728,nan
2009-12-30 00:00:00,2.5466601848602295,1.4151030778884888,nan
2009-12-31 00:00:00,2.1827423572540283,0.79897749423980713,nan
2010-01-01 00:00:00,1.1404805183410645,1.2577664852142334,nan
2010-01-02 00:00:00,1.2270441055297852,1.4684010744094849,nan
2010-01-03 00:00:00,1.1499648094177246,1.2158761024475098,nan
2010-01-04 00:00:00,0.90560191869735718,1.9498358964920044,nan
2010-01-05 00:00:00,1.0278317928314209,2.860785961151123,nan
2010-01-06 00:00:00,1.1563245058059692,1.8393534421920776,nan
2010-01-07 00:00:00,0.92978113889694214,2.1424307823181152,nan
2010-01-08 00:00:00,1.0198987722396851,1.8410634994506836,nan
2010-01-09 00:00:00,1.0568139553070068,1.7550255060195923,nan
2010-01-10 00:00:00,1.2806389331817627,1.2781020402908325,nan
2010-01-11 00:00:00,1.189814567565918,1.4255596399307251,nan
2010-01-12 00:00:00,1.2592025995254517,1.5595115423202515,nan
2010-01-13 00:00:00,1.2074588537216187,1.3310784101486206,nan
2010-01-14 00:00:00,1.3241355419158936,1.2022649049758911,nan
2010-01-15 00:00:00,1.4858851432800293,1.2753251791000366,nan
2010-01-16 00:00:00,1.7472602128982544,1.1694456338882446,1.2769999504089355
2010-01-17 00:00:00,1.7577215433120728,0.98373311758041382,1.1578999757766724
2010-01-18 00:00:00,1.641149640083313,1.8801816701889038,nan
2010-01-19 00:00:00,1.7033998966217041,1.5775426626205444,nan
2010-01-20 00:00:00,1.3847647905349731,1.2826120853424072,nan
2010-01-21 00:00:00,1.5077551603317261,0.82361555099487305,nan
2010-01-22 00:00:00,2.0093846321105957,2.4535021781921387,nan
2010-01-23 00:00:00,1.7676817178726196,1.5194675922393799,nan
2010-01-24 00:00:00,1.5728945732116699,1.0471014976501465,nan
2010-01-25 00:00:00,1.4965599775314331,1.235856294631958,nan
