Hourly Year,Year,Month,Day,Day,Houre,Day,Rtot
24-May-07,2007,5,24,144,15,144.6,4.26
24-May-07,2007,5,24,144,16,144.6,4.52
24-May-07,2007,5,24,144,17,144.7,4.77
24-May-07,2007,5,24,144,18,144.7,4.72
24-May-07,2007,5,24,144,19,144.8,4.99
24-May-07,2007,5,24,144,20,144.8,4.83
24-May-07,2007,5,24,144,21,144.8,4.41
24-May-07,2007,5,24,144,22,144.9,3.99
24-May-07,2007,5,24,144,23,144.9,3.77
25-May-07,2007,5,25,144,24,145,3.67
25-May-07,2007,5,25,145,1,145,3.85
25-May-07,2007,5,25,145,2,145,3.74
25-May-07,2007,5,25,145,3,145.1,3.54
25-May-07,2007,5,25,145,4,145.1,3.56
25-May-07,2007,5,25,145,5,145.2,3.56
25-May-07,2007,5,25,145,6,145.2,3.05
25-May-07,2007,5,25,145,7,145.3,3.19
25-May-07,2007,5,25,145,8,145.3,3.1
25-May-07,2007,5,25,145,9,145.3,9999
25-May-07,2007,5,25,145,10,145.4,9999
25-May-07,2007,5,25,145,11,145.4,3.7
25-May-07,2007,5,25,145,12,145.5,3.46
25-May-07,2007,5,25,145,13,145.5,3.76
25-May-07,2007,5,25,145,14,145.5,3.64
25-May-07,2007,5,25,145,15,145.6,3.67
25-May-07,2007,5,25,145,16,145.6,3.59
25-May-07,2007,5,25,145,17,145.7,3.78
25-May-07,2007,5,25,145,18,145.7,3.72
25-May-07,2007,5,25,145,19,145.8,3.72
25-May-07,2007,5,25,145,20,145.8,3.73
25-May-07,2007,5,25,145,21,145.8,3.9
25-May-07,2007,5,25,145,22,145.9,3.77
25-May-07,2007,5,25,145,23,145.9,9999
26-May-07,2007,5,26,145,24,146,3.68
26-May-07,2007,5,26,146,1,146,3.4
26-May-07,2007,5,26,146,2,146,3.62
26-May-07,2007,5,26,146,3,146.1,3.38
26-May-07,2007,5,26,146,4,146.1,3.25
26-May-07,2007,5,26,146,5,146.2,3.07
26-May-07,2007,5,26,146,6,146.2,3.16
26-May-07,2007,5,26,146,7,146.3,2.87
26-May-07,2007,5,26,146,8,146.3,2.94
26-May-07,2007,5,26,146,9,146.3,2.97
26-May-07,2007,5,26,146,10,146.4,3
26-May-07,2007,5,26,146,11,146.4,2.93
26-May-07,2007,5,26,146,12,146.5,2.8
26-May-07,2007,5,26,146,13,146.5,3.15
26-May-07,2007,5,26,146,14,146.5,3.11
26-May-07,2007,5,26,146,15,146.6,2.9
26-May-07,2007,5,26,146,16,146.6,2.83
26-May-07,2007,5,26,146,17,146.7,2.93
26-May-07,2007,5,26,146,18,146.7,3.07
26-May-07,2007,5,26,146,19,146.8,3.07
26-May-07,2007,5,26,146,20,146.8,3.03
26-May-07,2007,5,26,146,21,146.8,2.95
26-May-07,2007,5,26,146,22,146.9,2.97
26-May-07,2007,5,26,146,23,146.9,2.96
27-May-07,2007,5,27,146,24,147,2.86
27-May-07,2007,5,27,147,1,147,3
27-May-07,2007,5,27,147,2,147,2.77
27-May-07,2007,5,27,147,3,147.1,2.77
27-May-07,2007,5,27,147,4,147.1,2.76
27-May-07,2007,5,27,147,5,147.2,2.95
27-May-07,2007,5,27,147,6,147.2,2.73
27-May-07,2007,5,27,147,7,147.3,2.71
27-May-07,2007,5,27,147,8,147.3,2.62
27-May-07,2007,5,27,147,9,147.3,9999
27-May-07,2007,5,27,147,10,147.4,2.53
27-May-07,2007,5,27,147,11,147.4,2.58
27-May-07,2007,5,27,147,12,147.5,2.43
27-May-07,2007,5,27,147,13,147.5,2.49
27-May-07,2007,5,27,147,14,147.5,2.41
27-May-07,2007,5,27,147,15,147.6,2.49
27-May-07,2007,5,27,147,16,147.6,2.41
27-May-07,2007,5,27,147,17,147.7,2.43
27-May-07,2007,5,27,147,18,147.7,2.35
27-May-07,2007,5,27,147,19,147.8,2.4
27-May-07,2007,5,27,147,20,147.8,2.09
27-May-07,2007,5,27,147,21,147.8,1.84
27-May-07,2007,5,27,147,22,147.9,1.84
27-May-07,2007,5,27,147,23,147.9,1.81
28-May-07,2007,5,28,147,24,148,1.79
28-May-07,2007,5,28,148,1,148,1.57
28-May-07,2007,5,28,148,2,148,1.42
28-May-07,2007,5,28,148,3,148.1,1.4
28-May-07,2007,5,28,148,4,148.1,1.34
28-May-07,2007,5,28,148,5,148.2,1.4
28-May-07,2007,5,28,148,6,148.2,1.37
28-May-07,2007,5,28,148,7,148.3,1.34
28-May-07,2007,5,28,148,8,148.3,1.51
28-May-07,2007,5,28,148,9,148.3,1.31
28-May-07,2007,5,28,148,10,148.4,1.4
28-May-07,2007,5,28,148,11,148.4,1.49
28-May-07,2007,5,28,148,12,148.5,1.5
28-May-07,2007,5,28,148,13,148.5,1.49
28-May-07,2007,5,28,148,14,148.5,1.57
28-May-07,2007,5,28,148,15,148.6,1.66
28-May-07,2007,5,28,148,16,148.6,1.76
28-May-07,2007,5,28,148,17,148.7,9999
28-May-07,2007,5,28,148,18,148.7,1.74
28-May-07,2007,5,28,148,19,148.8,1.75
28-May-07,2007,5,28,148,20,148.8,1.68
28-May-07,2007,5,28,148,21,148.8,1.73
28-May-07,2007,5,28,148,22,148.9,1.75
28-May-07,2007,5,28,148,23,148.9,1.74
29-May-07,2007,5,29,148,24,149,1.67
29-May-07,2007,5,29,149,1,149,1.66
29-May-07,2007,5,29,149,2,149,1.59
29-May-07,2007,5,29,149,3,149.1,1.54
29-May-07,2007,5,29,149,4,149.1,1.51
29-May-07,2007,5,29,149,5,149.2,1.55
29-May-07,2007,5,29,149,6,149.2,1.61
29-May-07,2007,5,29,149,7,149.3,1.65
29-May-07,2007,5,29,149,8,149.3,1.57
29-May-07,2007,5,29,149,9,149.3,1.8
29-May-07,2007,5,29,149,10,149.4,1.82
29-May-07,2007,5,29,149,11,149.4,1.89
29-May-07,2007,5,29,149,12,149.5,1.92
29-May-07,2007,5,29,149,13,149.5,1.95
29-May-07,2007,5,29,149,14,149.5,2.12
29-May-07,2007,5,29,149,15,149.6,1.98
29-May-07,2007,5,29,149,16,149.6,1.96
29-May-07,2007,5,29,149,17,149.7,2.11
29-May-07,2007,5,29,149,18,149.7,2.13
29-May-07,2007,5,29,149,19,149.8,2.28
29-May-07,2007,5,29,149,20,149.8,2.1
29-May-07,2007,5,29,149,21,149.8,2
29-May-07,2007,5,29,149,22,149.9,1.93
29-May-07,2007,5,29,149,23,149.9,1.85
30-May-07,2007,5,30,149,24,150,1.84
30-May-07,2007,5,30,150,1,150,9999
30-May-07,2007,5,30,150,2,150,1.86
30-May-07,2007,5,30,150,3,150.1,1.82
30-May-07,2007,5,30,150,4,150.1,1.79
30-May-07,2007,5,30,150,5,150.2,1.9
30-May-07,2007,5,30,150,6,150.2,2.09
30-May-07,2007,5,30,150,7,150.3,1.85
30-May-07,2007,5,30,150,8,150.3,1.87
30-May-07,2007,5,30,150,9,150.3,2.08
30-May-07,2007,5,30,150,10,150.4,1.99
30-May-07,2007,5,30,150,11,150.4,1.77
30-May-07,2007,5,30,150,12,150.5,1.75
30-May-07,2007,5,30,150,13,150.5,1.98
30-May-07,2007,5,30,150,14,150.5,1.91
30-May-07,2007,5,30,150,15,150.6,2
30-May-07,2007,5,30,150,16,150.6,2.1
30-May-07,2007,5,30,150,17,150.7,2.09
30-May-07,2007,5,30,150,18,150.7,1.98
30-May-07,2007,5,30,150,19,150.7,2.22
30-May-07,2007,5,30,150,20,150.8,2.19
30-May-07,2007,5,30,150,21,150.8,2.11
30-May-07,2007,5,30,150,22,150.9,2.19
30-May-07,2007,5,30,150,23,150.9,2.09
31-May-07,2007,5,31,150,24,151,2.09
31-May-07,2007,5,31,151,1,151,2.09
31-May-07,2007,5,31,151,2,151,2.19
31-May-07,2007,5,31,151,3,151.1,2.27
31-May-07,2007,5,31,151,4,151.1,2.02
31-May-07,2007,5,31,151,5,151.2,2.19
31-May-07,2007,5,31,151,6,151.2,2.24
31-May-07,2007,5,31,151,7,151.2,2.14
31-May-07,2007,5,31,151,8,151.3,9999
31-May-07,2007,5,31,151,9,151.3,9999
31-May-07,2007,5,31,151,10,151.4,2
31-May-07,2007,5,31,151,11,151.4,2.15
31-May-07,2007,5,31,151,12,151.5,2.17
31-May-07,2007,5,31,151,13,151.5,2.52
31-May-07,2007,5,31,151,14,151.5,2.61
31-May-07,2007,5,31,151,15,151.6,2.44
31-May-07,2007,5,31,151,16,151.6,2.51
31-May-07,2007,5,31,151,17,151.7,2.89
31-May-07,2007,5,31,151,18,151.7,2.75
31-May-07,2007,5,31,151,19,151.7,2.68
31-May-07,2007,5,31,151,20,151.8,2.82
31-May-07,2007,5,31,151,21,151.8,2.85
31-May-07,2007,5,31,151,22,151.9,2.7
31-May-07,2007,5,31,151,23,151.9,2.65
01-Jun-07,2007,6,1,151,24,152,2.54
01-Jun-07,2007,6,1,152,1,152,2.65
01-Jun-07,2007,6,1,152,2,152,2.71
01-Jun-07,2007,6,1,152,3,152.1,2.44
01-Jun-07,2007,6,1,152,4,152.1,2.52
01-Jun-07,2007,6,1,152,5,152.2,2.65
01-Jun-07,2007,6,1,152,6,152.2,2.43
01-Jun-07,2007,6,1,152,7,152.2,2.59
01-Jun-07,2007,6,1,152,8,152.3,2.4
01-Jun-07,2007,6,1,152,9,152.3,2.48
01-Jun-07,2007,6,1,152,10,152.4,2.52
01-Jun-07,2007,6,1,152,11,152.4,2.85
01-Jun-07,2007,6,1,152,12,152.5,3.16
01-Jun-07,2007,6,1,152,13,152.5,3.27
01-Jun-07,2007,6,1,152,14,152.5,3.27
01-Jun-07,2007,6,1,152,15,152.6,3.29
01-Jun-07,2007,6,1,152,16,152.6,3.53
01-Jun-07,2007,6,1,152,17,152.7,3.56
01-Jun-07,2007,6,1,152,18,152.7,3.46
01-Jun-07,2007,6,1,152,19,152.7,3.56
01-Jun-07,2007,6,1,152,20,152.8,9999
01-Jun-07,2007,6,1,152,21,152.8,3.68
01-Jun-07,2007,6,1,152,22,152.9,3.21
01-Jun-07,2007,6,1,152,23,152.9,2.84
02-Jun-07,2007,6,2,152,24,153,2.88
02-Jun-07,2007,6,2,153,1,153,2.51
02-Jun-07,2007,6,2,153,2,153,2.5
02-Jun-07,2007,6,2,153,3,153.1,2.39
02-Jun-07,2007,6,2,153,4,153.1,2.26
02-Jun-07,2007,6,2,153,5,153.2,2.49
02-Jun-07,2007,6,2,153,6,153.2,2.43
02-Jun-07,2007,6,2,153,7,153.2,2.09
02-Jun-07,2007,6,2,153,8,153.3,2.68
02-Jun-07,2007,6,2,153,9,153.3,2.47
02-Jun-07,2007,6,2,153,10,153.4,2.84
02-Jun-07,2007,6,2,153,11,153.4,3.09
02-Jun-07,2007,6,2,153,12,153.5,3.18
02-Jun-07,2007,6,2,153,13,153.5,3.36
02-Jun-07,2007,6,2,153,14,153.5,3.41
02-Jun-07,2007,6,2,153,15,153.6,3.59
02-Jun-07,2007,6,2,153,16,153.6,3.5
02-Jun-07,2007,6,2,153,17,153.7,3.83
02-Jun-07,2007,6,2,153,18,153.7,3.68
02-Jun-07,2007,6,2,153,19,153.7,3.44
02-Jun-07,2007,6,2,153,20,153.8,3.18
02-Jun-07,2007,6,2,153,21,153.8,2.95
02-Jun-07,2007,6,2,153,22,153.9,2.87
02-Jun-07,2007,6,2,153,23,153.9,2.82
03-Jun-07,2007,6,3,153,24,154,2.68
03-Jun-07,2007,6,3,154,1,154,2.58
03-Jun-07,2007,6,3,154,2,154,2.44
03-Jun-07,2007,6,3,154,3,154.1,2.34
03-Jun-07,2007,6,3,154,4,154.1,2.39
03-Jun-07,2007,6,3,154,5,154.2,2.52
03-Jun-07,2007,6,3,154,6,154.2,2.41
03-Jun-07,2007,6,3,154,7,154.2,2.73
03-Jun-07,2007,6,3,154,8,154.3,9999
03-Jun-07,2007,6,3,154,9,154.3,2.96
03-Jun-07,2007,6,3,154,10,154.4,3.33
03-Jun-07,2007,6,3,154,11,154.4,3.22
03-Jun-07,2007,6,3,154,12,154.5,3.17
03-Jun-07,2007,6,3,154,13,154.5,3.51
03-Jun-07,2007,6,3,154,14,154.5,3.34
03-Jun-07,2007,6,3,154,15,154.6,3.53
03-Jun-07,2007,6,3,154,16,154.6,3.65
03-Jun-07,2007,6,3,154,17,154.7,3.78
03-Jun-07,2007,6,3,154,18,154.7,4.01
03-Jun-07,2007,6,3,154,19,154.7,3.91
03-Jun-07,2007,6,3,154,20,154.8,3.92
03-Jun-07,2007,6,3,154,21,154.8,3.84
03-Jun-07,2007,6,3,154,22,154.9,3.59
03-Jun-07,2007,6,3,154,23,154.9,3.69
04-Jun-07,2007,6,4,154,24,155,3.45
04-Jun-07,2007,6,4,155,1,155,3.75
04-Jun-07,2007,6,4,155,2,155,3.55
04-Jun-07,2007,6,4,155,3,155.1,3.65
04-Jun-07,2007,6,4,155,4,155.1,3.48
04-Jun-07,2007,6,4,155,5,155.2,3.07
04-Jun-07,2007,6,4,155,6,155.2,3.3
04-Jun-07,2007,6,4,155,7,155.2,3.14
04-Jun-07,2007,6,4,155,8,155.3,2.88
04-Jun-07,2007,6,4,155,9,155.3,2.88
04-Jun-07,2007,6,4,155,10,155.4,2.97
04-Jun-07,2007,6,4,155,11,155.4,2.98
04-Jun-07,2007,6,4,155,12,155.5,2.84
04-Jun-07,2007,6,4,155,13,155.5,2.91
04-Jun-07,2007,6,4,155,14,155.5,3.26
04-Jun-07,2007,6,4,155,15,155.6,3.75
04-Jun-07,2007,6,4,155,16,155.6,3.78
04-Jun-07,2007,6,4,155,17,155.7,3.96
04-Jun-07,2007,6,4,155,18,155.7,4.1
04-Jun-07,2007,6,4,155,19,155.7,3.99
04-Jun-07,2007,6,4,155,20,155.8,3.84
04-Jun-07,2007,6,4,155,21,155.8,3.68
04-Jun-07,2007,6,4,155,22,155.9,9999
04-Jun-07,2007,6,4,155,23,155.9,3.44
05-Jun-07,2007,6,5,155,24,156,3.24
05-Jun-07,2007,6,5,156,1,156,3.32
05-Jun-07,2007,6,5,156,2,156,3.19
05-Jun-07,2007,6,5,156,3,156.1,3.09
05-Jun-07,2007,6,5,156,4,156.1,3.01
05-Jun-07,2007,6,5,156,5,156.2,3.06
05-Jun-07,2007,6,5,156,6,156.2,2.82
05-Jun-07,2007,6,5,156,7,156.2,2.56
05-Jun-07,2007,6,5,156,8,156.3,2.45
05-Jun-07,2007,6,5,156,9,156.3,9999
05-Jun-07,2007,6,5,156,10,156.4,9999
05-Jun-07,2007,6,5,156,11,156.4,9999
05-Jun-07,2007,6,5,156,12,156.5,9999
05-Jun-07,2007,6,5,156,13,156.5,3.23
05-Jun-07,2007,6,5,156,14,156.5,3.32
05-Jun-07,2007,6,5,156,15,156.6,3.44
05-Jun-07,2007,6,5,156,16,156.6,3.68
05-Jun-07,2007,6,5,156,17,156.7,9999
05-Jun-07,2007,6,5,156,18,156.7,3.41
05-Jun-07,2007,6,5,156,19,156.7,3.3
05-Jun-07,2007,6,5,156,20,156.8,3.23
05-Jun-07,2007,6,5,156,21,156.8,3.22
05-Jun-07,2007,6,5,156,22,156.9,3.2
05-Jun-07,2007,6,5,156,23,156.9,3.42
06-Jun-07,2007,6,6,156,24,157,3.38
06-Jun-07,2007,6,6,157,1,157,3.47
06-Jun-07,2007,6,6,157,2,157,3.05
06-Jun-07,2007,6,6,157,3,157.1,2.82
06-Jun-07,2007,6,6,157,4,157.1,2.82
06-Jun-07,2007,6,6,157,5,157.2,2.98
06-Jun-07,2007,6,6,157,6,157.2,3.06
06-Jun-07,2007,6,6,157,7,157.2,2.73
06-Jun-07,2007,6,6,157,8,157.3,2.55
06-Jun-07,2007,6,6,157,9,157.3,2.92
06-Jun-07,2007,6,6,157,10,157.4,2.82
06-Jun-07,2007,6,6,157,11,157.4,2.92
06-Jun-07,2007,6,6,157,12,157.5,3.02
06-Jun-07,2007,6,6,157,13,157.5,2.69
06-Jun-07,2007,6,6,157,14,157.5,2.81
06-Jun-07,2007,6,6,157,15,157.6,3.2
06-Jun-07,2007,6,6,157,16,157.6,3.33
06-Jun-07,2007,6,6,157,17,157.7,3.16
06-Jun-07,2007,6,6,157,18,157.7,3.16
06-Jun-07,2007,6,6,157,19,157.7,3.29
06-Jun-07,2007,6,6,157,20,157.8,3.09
06-Jun-07,2007,6,6,157,21,157.8,2.78
06-Jun-07,2007,6,6,157,22,157.9,2.98
06-Jun-07,2007,6,6,157,23,157.9,2.97
07-Jun-07,2007,6,7,157,24,158,3
07-Jun-07,2007,6,7,158,1,158,3.14
07-Jun-07,2007,6,7,158,2,158,3.11
07-Jun-07,2007,6,7,158,3,158.1,3.16
07-Jun-07,2007,6,7,158,4,158.1,3.08
07-Jun-07,2007,6,7,158,5,158.2,9999
07-Jun-07,2007,6,7,158,6,158.2,2.97
07-Jun-07,2007,6,7,158,7,158.2,2.98
07-Jun-07,2007,6,7,158,8,158.3,2.82
07-Jun-07,2007,6,7,158,9,158.3,2.75
07-Jun-07,2007,6,7,158,10,158.4,2.74
07-Jun-07,2007,6,7,158,11,158.4,2.87
07-Jun-07,2007,6,7,158,12,158.5,2.89
07-Jun-07,2007,6,7,158,13,158.5,3.11
07-Jun-07,2007,6,7,158,14,158.5,3.24
07-Jun-07,2007,6,7,158,15,158.6,3.49
07-Jun-07,2007,6,7,158,16,158.6,3.55
07-Jun-07,2007,6,7,158,17,158.7,3.61
07-Jun-07,2007,6,7,158,18,158.7,3.7
07-Jun-07,2007,6,7,158,19,158.7,4.02
07-Jun-07,2007,6,7,158,20,158.8,4.21
07-Jun-07,2007,6,7,158,21,158.8,4.17
07-Jun-07,2007,6,7,158,22,158.9,4.02
07-Jun-07,2007,6,7,158,23,158.9,3.65
08-Jun-07,2007,6,8,158,24,159,3.68
08-Jun-07,2007,6,8,159,1,159,3.59
08-Jun-07,2007,6,8,159,2,159,3.75
08-Jun-07,2007,6,8,159,3,159.1,3.64
08-Jun-07,2007,6,8,159,4,159.1,3.59
08-Jun-07,2007,6,8,159,5,159.2,3.33
08-Jun-07,2007,6,8,159,6,159.2,3.38
08-Jun-07,2007,6,8,159,7,159.2,3.12
08-Jun-07,2007,6,8,159,8,159.3,3.08
08-Jun-07,2007,6,8,159,9,159.3,3.32
08-Jun-07,2007,6,8,159,10,159.4,3.59
08-Jun-07,2007,6,8,159,11,159.4,3.63
08-Jun-07,2007,6,8,159,12,159.5,3.73
08-Jun-07,2007,6,8,159,13,159.5,4.26
08-Jun-07,2007,6,8,159,14,159.5,4.75
08-Jun-07,2007,6,8,159,15,159.6,4.43
08-Jun-07,2007,6,8,159,16,159.6,4.46
08-Jun-07,2007,6,8,159,17,159.7,4.81
08-Jun-07,2007,6,8,159,18,159.7,9999
08-Jun-07,2007,6,8,159,19,159.7,4.9
08-Jun-07,2007,6,8,159,20,159.8,4.74
08-Jun-07,2007,6,8,159,21,159.8,4.14
08-Jun-07,2007,6,8,159,22,159.9,3.91
08-Jun-07,2007,6,8,159,23,159.9,3.95
09-Jun-07,2007,6,9,159,24,160,3.67
09-Jun-07,2007,6,9,160,1,160,3.43
09-Jun-07,2007,6,9,160,2,160,3.31
09-Jun-07,2007,6,9,160,3,160.1,3.36
09-Jun-07,2007,6,9,160,4,160.1,3.33
09-Jun-07,2007,6,9,160,5,160.2,3.28
09-Jun-07,2007,6,9,160,6,160.2,3.23
09-Jun-07,2007,6,9,160,7,160.2,3.43
09-Jun-07,2007,6,9,160,8,160.3,4.33
09-Jun-07,2007,6,9,160,9,160.3,4.03
09-Jun-07,2007,6,9,160,10,160.4,4.33
09-Jun-07,2007,6,9,160,11,160.4,4.35
09-Jun-07,2007,6,9,160,12,160.5,4.48
09-Jun-07,2007,6,9,160,13,160.5,5.05
09-Jun-07,2007,6,9,160,14,160.5,4.53
09-Jun-07,2007,6,9,160,15,160.6,5.05
09-Jun-07,2007,6,9,160,16,160.6,4.04
09-Jun-07,2007,6,9,160,17,160.7,4.14
09-Jun-07,2007,6,9,160,18,160.7,4.45
09-Jun-07,2007,6,9,160,19,160.7,4.77
09-Jun-07,2007,6,9,160,20,160.8,4.74
09-Jun-07,2007,6,9,160,21,160.8,4.65
09-Jun-07,2007,6,9,160,22,160.9,4.15
09-Jun-07,2007,6,9,160,23,160.9,4.15
10-Jun-07,2007,6,10,160,24,161,4.05
10-Jun-07,2007,6,10,161,1,161,4.2
10-Jun-07,2007,6,10,161,2,161,4.02
10-Jun-07,2007,6,10,161,3,161.1,3.78
10-Jun-07,2007,6,10,161,4,161.1,3.73
10-Jun-07,2007,6,10,161,5,161.2,3.73
10-Jun-07,2007,6,10,161,6,161.2,4.36
10-Jun-07,2007,6,10,161,7,161.2,4.5
10-Jun-07,2007,6,10,161,8,161.3,9999
10-Jun-07,2007,6,10,161,9,161.3,4.33
10-Jun-07,2007,6,10,161,10,161.4,4.04
10-Jun-07,2007,6,10,161,11,161.4,4.01
10-Jun-07,2007,6,10,161,12,161.5,3.99
10-Jun-07,2007,6,10,161,13,161.5,4.48
10-Jun-07,2007,6,10,161,14,161.5,4.82
10-Jun-07,2007,6,10,161,15,161.6,5.1
10-Jun-07,2007,6,10,161,16,161.6,5.16
10-Jun-07,2007,6,10,161,17,161.7,4.99
10-Jun-07,2007,6,10,161,18,161.7,4.87
10-Jun-07,2007,6,10,161,19,161.7,4.87
10-Jun-07,2007,6,10,161,20,161.8,4.51
10-Jun-07,2007,6,10,161,21,161.8,4.4
10-Jun-07,2007,6,10,161,22,161.9,4.39
10-Jun-07,2007,6,10,161,23,161.9,4.04
11-Jun-07,2007,6,11,161,24,162,3.8
11-Jun-07,2007,6,11,162,1,162,3.93
11-Jun-07,2007,6,11,162,2,162,3.87
11-Jun-07,2007,6,11,162,3,162.1,3.49
11-Jun-07,2007,6,11,162,4,162.1,3.8
11-Jun-07,2007,6,11,162,5,162.2,3.82
11-Jun-07,2007,6,11,162,6,162.2,3.82
11-Jun-07,2007,6,11,162,7,162.2,3.72
11-Jun-07,2007,6,11,162,8,162.3,3.5
11-Jun-07,2007,6,11,162,9,162.3,3.59
11-Jun-07,2007,6,11,162,10,162.4,3.97
11-Jun-07,2007,6,11,162,11,162.4,3.89
11-Jun-07,2007,6,11,162,12,162.5,4.41
11-Jun-07,2007,6,11,162,13,162.5,4.2
11-Jun-07,2007,6,11,162,14,162.5,4.13
11-Jun-07,2007,6,11,162,15,162.6,4.46
11-Jun-07,2007,6,11,162,16,162.6,4.51
11-Jun-07,2007,6,11,162,17,162.7,5.13
11-Jun-07,2007,6,11,162,18,162.7,5.02
11-Jun-07,2007,6,11,162,19,162.7,4.68
11-Jun-07,2007,6,11,162,20,162.8,4.09
11-Jun-07,2007,6,11,162,21,162.8,3.93
11-Jun-07,2007,6,11,162,22,162.9,3.88
11-Jun-07,2007,6,11,162,23,162.9,9999
12-Jun-07,2007,6,12,162,24,163,3.72
12-Jun-07,2007,6,12,163,1,163,3.95
12-Jun-07,2007,6,12,163,2,163,3.92
12-Jun-07,2007,6,12,163,3,163.1,3.73
12-Jun-07,2007,6,12,163,4,163.1,3.72
12-Jun-07,2007,6,12,163,5,163.2,3.58
12-Jun-07,2007,6,12,163,6,163.2,3.45
12-Jun-07,2007,6,12,163,7,163.2,3.34
12-Jun-07,2007,6,12,163,8,163.3,3.66
12-Jun-07,2007,6,12,163,9,163.3,3.89
12-Jun-07,2007,6,12,163,10,163.4,3.74
12-Jun-07,2007,6,12,163,11,163.4,3.73
12-Jun-07,2007,6,12,163,12,163.5,3.82
12-Jun-07,2007,6,12,163,13,163.5,3.96
12-Jun-07,2007,6,12,163,14,163.5,3.69
12-Jun-07,2007,6,12,163,15,163.6,4.17
12-Jun-07,2007,6,12,163,16,163.6,4.5
12-Jun-07,2007,6,12,163,17,163.7,4.48
12-Jun-07,2007,6,12,163,18,163.7,4.4
12-Jun-07,2007,6,12,163,19,163.7,4.85
12-Jun-07,2007,6,12,163,20,163.8,4.67
12-Jun-07,2007,6,12,163,21,163.8,4.33
12-Jun-07,2007,6,12,163,22,163.9,4.16
12-Jun-07,2007,6,12,163,23,163.9,3.99
13-Jun-07,2007,6,13,163,24,164,3.53
13-Jun-07,2007,6,13,164,1,164,3.6
13-Jun-07,2007,6,13,164,2,164,3.34
13-Jun-07,2007,6,13,164,3,164.1,3.32
13-Jun-07,2007,6,13,164,4,164.1,3.2
13-Jun-07,2007,6,13,164,5,164.2,3.27
13-Jun-07,2007,6,13,164,6,164.2,3.08
13-Jun-07,2007,6,13,164,7,164.2,3.12
13-Jun-07,2007,6,13,164,8,164.3,3.26
13-Jun-07,2007,6,13,164,9,164.3,3.61
13-Jun-07,2007,6,13,164,10,164.4,3.66
13-Jun-07,2007,6,13,164,11,164.4,3.85
13-Jun-07,2007,6,13,164,12,164.5,9999
13-Jun-07,2007,6,13,164,13,164.5,4.05
13-Jun-07,2007,6,13,164,14,164.5,4.28
13-Jun-07,2007,6,13,164,15,164.6,4.38
13-Jun-07,2007,6,13,164,16,164.6,4.29
13-Jun-07,2007,6,13,164,17,164.7,4.13
13-Jun-07,2007,6,13,164,18,164.7,4.31
13-Jun-07,2007,6,13,164,19,164.7,4.33
13-Jun-07,2007,6,13,164,20,164.8,4.23
13-Jun-07,2007,6,13,164,21,164.8,4.28
13-Jun-07,2007,6,13,164,22,164.9,4.19
13-Jun-07,2007,6,13,164,23,164.9,4
14-Jun-07,2007,6,14,164,24,165,3.58
14-Jun-07,2007,6,14,165,1,165,3.67
14-Jun-07,2007,6,14,165,2,165,3.8
14-Jun-07,2007,6,14,165,3,165.1,3.85
14-Jun-07,2007,6,14,165,4,165.1,3.83
14-Jun-07,2007,6,14,165,5,165.2,3.96
14-Jun-07,2007,6,14,165,6,165.2,3.46
14-Jun-07,2007,6,14,165,7,165.2,3.78
14-Jun-07,2007,6,14,165,8,165.3,3.84
14-Jun-07,2007,6,14,165,9,165.3,3.92
14-Jun-07,2007,6,14,165,10,165.4,4.02
14-Jun-07,2007,6,14,165,11,165.4,4.21
14-Jun-07,2007,6,14,165,12,165.5,4.08
14-Jun-07,2007,6,14,165,13,165.5,4.25
14-Jun-07,2007,6,14,165,14,165.5,3.9
14-Jun-07,2007,6,14,165,15,165.6,3.83
14-Jun-07,2007,6,14,165,16,165.6,4.42
14-Jun-07,2007,6,14,165,17,165.7,4.7
14-Jun-07,2007,6,14,165,18,165.7,4.91
14-Jun-07,2007,6,14,165,19,165.7,4.5
14-Jun-07,2007,6,14,165,20,165.8,4.42
14-Jun-07,2007,6,14,165,21,165.8,4.26
14-Jun-07,2007,6,14,165,22,165.9,4.31
14-Jun-07,2007,6,14,165,23,165.9,4.31
15-Jun-07,2007,6,15,165,24,166,3.72
15-Jun-07,2007,6,15,166,1,166,9999
15-Jun-07,2007,6,15,166,2,166,3.81
15-Jun-07,2007,6,15,166,3,166.1,3.59
15-Jun-07,2007,6,15,166,4,166.1,3.63
15-Jun-07,2007,6,15,166,5,166.2,3.54
15-Jun-07,2007,6,15,166,6,166.2,3.51
15-Jun-07,2007,6,15,166,7,166.2,3.38
15-Jun-07,2007,6,15,166,8,166.3,2.98
15-Jun-07,2007,6,15,166,9,166.3,3.22
15-Jun-07,2007,6,15,166,10,166.4,3.27
15-Jun-07,2007,6,15,166,11,166.4,3.38
15-Jun-07,2007,6,15,166,12,166.5,3.17
15-Jun-07,2007,6,15,166,13,166.5,2.99
15-Jun-07,2007,6,15,166,14,166.5,3.08
15-Jun-07,2007,6,15,166,15,166.6,3.18
15-Jun-07,2007,6,15,166,16,166.6,3.06
15-Jun-07,2007,6,15,166,17,166.7,3.21
15-Jun-07,2007,6,15,166,18,166.7,3.29
15-Jun-07,2007,6,15,166,19,166.7,3.38
15-Jun-07,2007,6,15,166,20,166.8,3.32
15-Jun-07,2007,6,15,166,21,166.8,3.35
15-Jun-07,2007,6,15,166,22,166.9,3.26
