Hourly Year,Year,Month,Day,Day,Houre,Day,Rtot
22-Sep-09,2009,9,22,265,14,265.5,1.93
22-Sep-09,2009,9,22,265,15,265.6,1.97
22-Sep-09,2009,9,22,265,16,265.6,2.27
22-Sep-09,2009,9,22,265,17,265.7,2.11
22-Sep-09,2009,9,22,265,18,265.7,2.11
22-Sep-09,2009,9,22,265,19,265.7,2.1
22-Sep-09,2009,9,22,265,20,265.8,2.05
22-Sep-09,2009,9,22,265,21,265.8,2.05
22-Sep-09,2009,9,22,265,22,265.9,2.08
22-Sep-09,2009,9,22,265,23,265.9,2.28
23-Sep-09,2009,9,23,265,24,266,2.07
23-Sep-09,2009,9,23,266,1,266,2.12
23-Sep-09,2009,9,23,266,2,266,2.1
23-Sep-09,2009,9,23,266,3,266.1,2.21
23-Sep-09,2009,9,23,266,4,266.1,2.18
23-Sep-09,2009,9,23,266,5,266.2,2.26
23-Sep-09,2009,9,23,266,6,266.2,2.28
23-Sep-09,2009,9,23,266,7,266.2,2.27
23-Sep-09,2009,9,23,266,8,266.3,2.11
23-Sep-09,2009,9,23,266,9,266.3,1.92
23-Sep-09,2009,9,23,266,10,266.4,2.02
23-Sep-09,2009,9,23,266,11,266.4,2.03
23-Sep-09,2009,9,23,266,12,266.5,1.91
23-Sep-09,2009,9,23,266,13,266.5,2.17
23-Sep-09,2009,9,23,266,14,266.5,2.47
23-Sep-09,2009,9,23,266,15,266.6,2.31
23-Sep-09,2009,9,23,266,16,266.6,2.47
23-Sep-09,2009,9,23,266,17,266.7,2.67
23-Sep-09,2009,9,23,266,18,266.7,2.61
23-Sep-09,2009,9,23,266,19,266.7,2.47
23-Sep-09,2009,9,23,266,20,266.8,2.39
23-Sep-09,2009,9,23,266,21,266.8,2.52
23-Sep-09,2009,9,23,266,22,266.9,2.39
23-Sep-09,2009,9,23,266,23,266.9,2.28
24-Sep-09,2009,9,24,266,24,267,2.41
24-Sep-09,2009,9,24,267,1,267,2.22
24-Sep-09,2009,9,24,267,2,267,2.06
24-Sep-09,2009,9,24,267,3,267.1,1.87
24-Sep-09,2009,9,24,267,4,267.1,1.72
24-Sep-09,2009,9,24,267,5,267.2,1.57
24-Sep-09,2009,9,24,267,6,267.2,1.59
24-Sep-09,2009,9,24,267,7,267.2,1.52
24-Sep-09,2009,9,24,267,8,267.3,1.59
24-Sep-09,2009,9,24,267,9,267.3,1.68
24-Sep-09,2009,9,24,267,10,267.4,1.6
24-Sep-09,2009,9,24,267,11,267.4,1.64
24-Sep-09,2009,9,24,267,12,267.5,1.54
24-Sep-09,2009,9,24,267,13,267.5,1.83
24-Sep-09,2009,9,24,267,14,267.5,1.77
24-Sep-09,2009,9,24,267,15,267.6,1.8
24-Sep-09,2009,9,24,267,16,267.6,2.05
24-Sep-09,2009,9,24,267,17,267.7,2.08
24-Sep-09,2009,9,24,267,18,267.7,1.93
24-Sep-09,2009,9,24,267,19,267.7,1.66
24-Sep-09,2009,9,24,267,20,267.8,1.67
24-Sep-09,2009,9,24,267,21,267.8,1.46
24-Sep-09,2009,9,24,267,22,267.9,1.42
24-Sep-09,2009,9,24,267,23,267.9,1.34
25-Sep-09,2009,9,25,267,24,268,1.31
25-Sep-09,2009,9,25,268,1,268,1.36
25-Sep-09,2009,9,25,268,2,268,1.48
25-Sep-09,2009,9,25,268,3,268.1,1.27
25-Sep-09,2009,9,25,268,4,268.1,1.2
25-Sep-09,2009,9,25,268,5,268.2,1.26
25-Sep-09,2009,9,25,268,6,268.2,1.3
25-Sep-09,2009,9,25,268,7,268.2,1.24
25-Sep-09,2009,9,25,268,8,268.3,1.44
25-Sep-09,2009,9,25,268,9,268.3,1.4
25-Sep-09,2009,9,25,268,10,268.4,1.32
25-Sep-09,2009,9,25,268,11,268.4,1.53
25-Sep-09,2009,9,25,268,12,268.5,1.48
25-Sep-09,2009,9,25,268,13,268.5,1.56
25-Sep-09,2009,9,25,268,14,268.5,1.61
25-Sep-09,2009,9,25,268,15,268.6,1.82
25-Sep-09,2009,9,25,268,16,268.6,1.88
25-Sep-09,2009,9,25,268,17,268.7,2.01
25-Sep-09,2009,9,25,268,18,268.7,1.88
25-Sep-09,2009,9,25,268,19,268.7,1.75
25-Sep-09,2009,9,25,268,20,268.8,1.43
25-Sep-09,2009,9,25,268,21,268.8,1.47
25-Sep-09,2009,9,25,268,22,268.9,1.35
25-Sep-09,2009,9,25,268,23,268.9,1.44
26-Sep-09,2009,9,26,268,24,269,1.28
26-Sep-09,2009,9,26,269,1,269,1.26
26-Sep-09,2009,9,26,269,2,269,1.17
26-Sep-09,2009,9,26,269,3,269.1,1.1
26-Sep-09,2009,9,26,269,4,269.1,1.21
26-Sep-09,2009,9,26,269,5,269.2,1.2
26-Sep-09,2009,9,26,269,6,269.2,1.21
26-Sep-09,2009,9,26,269,7,269.2,1.07
26-Sep-09,2009,9,26,269,8,269.3,1.05
26-Sep-09,2009,9,26,269,9,269.3,1.34
26-Sep-09,2009,9,26,269,10,269.4,1.19
26-Sep-09,2009,9,26,269,11,269.4,1.23
26-Sep-09,2009,9,26,269,12,269.5,1.42
26-Sep-09,2009,9,26,269,13,269.5,1.51
26-Sep-09,2009,9,26,269,14,269.5,1.6
26-Sep-09,2009,9,26,269,15,269.6,1.64
26-Sep-09,2009,9,26,269,16,269.6,1.78
26-Sep-09,2009,9,26,269,17,269.7,1.97
26-Sep-09,2009,9,26,269,18,269.7,1.7
26-Sep-09,2009,9,26,269,19,269.7,1.48
26-Sep-09,2009,9,26,269,20,269.8,1.44
26-Sep-09,2009,9,26,269,21,269.8,1.35
26-Sep-09,2009,9,26,269,22,269.9,1.26
26-Sep-09,2009,9,26,269,23,269.9,1.25
27-Sep-09,2009,9,27,269,24,270,1.25
27-Sep-09,2009,9,27,270,1,270,1.22
27-Sep-09,2009,9,27,270,2,270,1.25
27-Sep-09,2009,9,27,270,3,270.1,1.2
27-Sep-09,2009,9,27,270,4,270.1,1.07
27-Sep-09,2009,9,27,270,5,270.2,1.04
27-Sep-09,2009,9,27,270,6,270.2,1.05
27-Sep-09,2009,9,27,270,7,270.2,1.06
27-Sep-09,2009,9,27,270,8,270.3,1.13
27-Sep-09,2009,9,27,270,9,270.3,1.18
27-Sep-09,2009,9,27,270,10,270.4,1.31
27-Sep-09,2009,9,27,270,11,270.4,1.28
27-Sep-09,2009,9,27,270,12,270.5,1.34
27-Sep-09,2009,9,27,270,13,270.5,1.49
27-Sep-09,2009,9,27,270,14,270.5,1.51
27-Sep-09,2009,9,27,270,15,270.6,1.73
27-Sep-09,2009,9,27,270,16,270.6,1.94
27-Sep-09,2009,9,27,270,17,270.7,1.97
27-Sep-09,2009,9,27,270,18,270.7,2
27-Sep-09,2009,9,27,270,19,270.7,1.74
27-Sep-09,2009,9,27,270,20,270.8,1.83
27-Sep-09,2009,9,27,270,21,270.8,1.59
27-Sep-09,2009,9,27,270,22,270.9,1.57
27-Sep-09,2009,9,27,270,23,270.9,1.58
28-Sep-09,2009,9,28,270,24,271,1.36
28-Sep-09,2009,9,28,271,1,271,1.37
28-Sep-09,2009,9,28,271,2,271,1.3
28-Sep-09,2009,9,28,271,3,271.1,1.22
28-Sep-09,2009,9,28,271,4,271.1,1.26
28-Sep-09,2009,9,28,271,5,271.2,1.24
28-Sep-09,2009,9,28,271,6,271.2,1.09
28-Sep-09,2009,9,28,271,7,271.2,1.28
28-Sep-09,2009,9,28,271,8,271.3,1.23
28-Sep-09,2009,9,28,271,9,271.3,1.34
28-Sep-09,2009,9,28,271,10,271.4,1.49
28-Sep-09,2009,9,28,271,11,271.4,1.48
28-Sep-09,2009,9,28,271,12,271.5,1.35
28-Sep-09,2009,9,28,271,13,271.5,1.62
28-Sep-09,2009,9,28,271,14,271.5,1.55
28-Sep-09,2009,9,28,271,15,271.6,1.66
28-Sep-09,2009,9,28,271,16,271.6,1.66
28-Sep-09,2009,9,28,271,17,271.7,2.06
28-Sep-09,2009,9,28,271,18,271.7,1.81
28-Sep-09,2009,9,28,271,19,271.7,1.8
28-Sep-09,2009,9,28,271,20,271.8,1.66
28-Sep-09,2009,9,28,271,21,271.8,1.53
28-Sep-09,2009,9,28,271,22,271.9,1.44
28-Sep-09,2009,9,28,271,23,271.9,1.38
29-Sep-09,2009,9,29,271,24,272,1.31
29-Sep-09,2009,9,29,272,1,272,1.35
29-Sep-09,2009,9,29,272,2,272,1.23
29-Sep-09,2009,9,29,272,3,272.1,1.43
29-Sep-09,2009,9,29,272,4,272.1,1.32
29-Sep-09,2009,9,29,272,5,272.2,1.2
29-Sep-09,2009,9,29,272,6,272.2,1.26
29-Sep-09,2009,9,29,272,7,272.2,1.18
29-Sep-09,2009,9,29,272,8,272.3,1.24
29-Sep-09,2009,9,29,272,9,272.3,1.4
29-Sep-09,2009,9,29,272,10,272.4,1.45
29-Sep-09,2009,9,29,272,11,272.4,1.38
29-Sep-09,2009,9,29,272,12,272.5,1.43
29-Sep-09,2009,9,29,272,13,272.5,1.69
29-Sep-09,2009,9,29,272,14,272.5,1.85
29-Sep-09,2009,9,29,272,15,272.6,1.76
29-Sep-09,2009,9,29,272,16,272.6,1.94
29-Sep-09,2009,9,29,272,17,272.7,1.96
29-Sep-09,2009,9,29,272,18,272.7,1.79
29-Sep-09,2009,9,29,272,19,272.7,1.64
29-Sep-09,2009,9,29,272,20,272.8,1.54
29-Sep-09,2009,9,29,272,21,272.8,1.53
29-Sep-09,2009,9,29,272,22,272.9,1.39
29-Sep-09,2009,9,29,272,23,272.9,1.25
30-Sep-09,2009,9,30,272,24,273,1.48
30-Sep-09,2009,9,30,273,1,273,1.39
30-Sep-09,2009,9,30,273,2,273,1.46
30-Sep-09,2009,9,30,273,3,273.1,1.51
30-Sep-09,2009,9,30,273,4,273.1,1.58
30-Sep-09,2009,9,30,273,5,273.2,1.57
30-Sep-09,2009,9,30,273,6,273.2,1.66
30-Sep-09,2009,9,30,273,7,273.2,1.66
30-Sep-09,2009,9,30,273,8,273.3,1.63
30-Sep-09,2009,9,30,273,9,273.3,1.55
30-Sep-09,2009,9,30,273,10,273.4,1.7
30-Sep-09,2009,9,30,273,11,273.4,1.62
30-Sep-09,2009,9,30,273,12,273.5,1.77
30-Sep-09,2009,9,30,273,13,273.5,1.75
30-Sep-09,2009,9,30,273,14,273.5,1.74
30-Sep-09,2009,9,30,273,15,273.6,1.89
30-Sep-09,2009,9,30,273,16,273.6,2.08
30-Sep-09,2009,9,30,273,17,273.7,2
30-Sep-09,2009,9,30,273,18,273.7,2.03
30-Sep-09,2009,9,30,273,19,273.7,1.98
30-Sep-09,2009,9,30,273,20,273.8,1.59
30-Sep-09,2009,9,30,273,21,273.8,1.67
30-Sep-09,2009,9,30,273,22,273.9,1.45
30-Sep-09,2009,9,30,273,23,273.9,1.57
01-Oct-09,2009,10,1,273,24,274,1.55
01-Oct-09,2009,10,1,274,1,274,1.68
01-Oct-09,2009,10,1,274,2,274,1.47
01-Oct-09,2009,10,1,274,3,274.1,1.52
01-Oct-09,2009,10,1,274,4,274.1,1.54
01-Oct-09,2009,10,1,274,5,274.2,1.5
01-Oct-09,2009,10,1,274,6,274.2,1.58
01-Oct-09,2009,10,1,274,7,274.2,1.4
01-Oct-09,2009,10,1,274,8,274.3,1.3
01-Oct-09,2009,10,1,274,9,274.3,1.17
01-Oct-09,2009,10,1,274,10,274.4,1.32
01-Oct-09,2009,10,1,274,11,274.4,1.39
01-Oct-09,2009,10,1,274,12,274.5,1.38
01-Oct-09,2009,10,1,274,13,274.5,1.27
01-Oct-09,2009,10,1,274,14,274.5,1.6
01-Oct-09,2009,10,1,274,15,274.6,1.61
01-Oct-09,2009,10,1,274,16,274.6,1.69
01-Oct-09,2009,10,1,274,17,274.7,1.52
01-Oct-09,2009,10,1,274,18,274.7,1.57
01-Oct-09,2009,10,1,274,19,274.7,1.41
01-Oct-09,2009,10,1,274,20,274.8,1.39
01-Oct-09,2009,10,1,274,21,274.8,1.33
01-Oct-09,2009,10,1,274,22,274.9,1.29
01-Oct-09,2009,10,1,274,23,274.9,1.2
02-Oct-09,2009,10,2,274,24,275,1.27
02-Oct-09,2009,10,2,275,1,275,1.13
02-Oct-09,2009,10,2,275,2,275,1.16
02-Oct-09,2009,10,2,275,3,275.1,1.14
02-Oct-09,2009,10,2,275,4,275.1,1.1
02-Oct-09,2009,10,2,275,5,275.2,1.06
02-Oct-09,2009,10,2,275,6,275.2,1.05
02-Oct-09,2009,10,2,275,7,275.2,1.08
02-Oct-09,2009,10,2,275,8,275.3,0.99
02-Oct-09,2009,10,2,275,9,275.3,1.05
02-Oct-09,2009,10,2,275,10,275.4,1.04
02-Oct-09,2009,10,2,275,11,275.4,1.1
02-Oct-09,2009,10,2,275,12,275.5,1.29
02-Oct-09,2009,10,2,275,13,275.5,1.21
02-Oct-09,2009,10,2,275,14,275.5,1.39
02-Oct-09,2009,10,2,275,15,275.6,1.3
02-Oct-09,2009,10,2,275,16,275.6,1.41
02-Oct-09,2009,10,2,275,17,275.7,1.5
02-Oct-09,2009,10,2,275,18,275.7,1.5
02-Oct-09,2009,10,2,275,19,275.7,1.52
02-Oct-09,2009,10,2,275,20,275.8,1.4
02-Oct-09,2009,10,2,275,21,275.8,1.38
02-Oct-09,2009,10,2,275,22,275.9,1.45
02-Oct-09,2009,10,2,275,23,275.9,1.46
03-Oct-09,2009,10,3,275,24,276,1.48
03-Oct-09,2009,10,3,276,1,276,1.37
03-Oct-09,2009,10,3,276,2,276,1.49
03-Oct-09,2009,10,3,276,3,276.1,1.44
03-Oct-09,2009,10,3,276,4,276.1,1.32
03-Oct-09,2009,10,3,276,5,276.2,1.35
03-Oct-09,2009,10,3,276,6,276.2,1.37
03-Oct-09,2009,10,3,276,7,276.2,1.26
03-Oct-09,2009,10,3,276,8,276.3,1.25
03-Oct-09,2009,10,3,276,9,276.3,1.11
03-Oct-09,2009,10,3,276,10,276.4,1.13
03-Oct-09,2009,10,3,276,11,276.4,1.14
03-Oct-09,2009,10,3,276,12,276.5,1.12
03-Oct-09,2009,10,3,276,13,276.5,1.24
03-Oct-09,2009,10,3,276,14,276.5,1.2
03-Oct-09,2009,10,3,276,15,276.6,1.24
03-Oct-09,2009,10,3,276,16,276.6,1.34
03-Oct-09,2009,10,3,276,17,276.7,1.29
03-Oct-09,2009,10,3,276,18,276.7,1.35
03-Oct-09,2009,10,3,276,19,276.7,1.26
03-Oct-09,2009,10,3,276,20,276.8,1.38
03-Oct-09,2009,10,3,276,21,276.8,1.31
03-Oct-09,2009,10,3,276,22,276.9,1.31
03-Oct-09,2009,10,3,276,23,276.9,1.43
04-Oct-09,2009,10,4,276,24,277,1.55
04-Oct-09,2009,10,4,277,1,277,1.36
04-Oct-09,2009,10,4,277,2,277,1.57
04-Oct-09,2009,10,4,277,3,277.1,1.52
04-Oct-09,2009,10,4,277,4,277.1,1.26
04-Oct-09,2009,10,4,277,5,277.2,1.39
04-Oct-09,2009,10,4,277,6,277.2,1.31
04-Oct-09,2009,10,4,277,7,277.2,1.2
04-Oct-09,2009,10,4,277,8,277.3,1.25
04-Oct-09,2009,10,4,277,9,277.3,1.35
04-Oct-09,2009,10,4,277,10,277.4,1.12
04-Oct-09,2009,10,4,277,11,277.4,1.28
04-Oct-09,2009,10,4,277,12,277.5,1.36
04-Oct-09,2009,10,4,277,13,277.5,1.22
04-Oct-09,2009,10,4,277,14,277.5,1.33
04-Oct-09,2009,10,4,277,15,277.6,1.42
04-Oct-09,2009,10,4,277,16,277.6,1.55
04-Oct-09,2009,10,4,277,17,277.7,1.53
04-Oct-09,2009,10,4,277,18,277.7,1.52
04-Oct-09,2009,10,4,277,19,277.7,1.53
04-Oct-09,2009,10,4,277,20,277.8,1.65
04-Oct-09,2009,10,4,277,21,277.8,1.52
04-Oct-09,2009,10,4,277,22,277.9,1.42
04-Oct-09,2009,10,4,277,23,277.9,1.49
05-Oct-09,2009,10,5,277,24,278,1.47
05-Oct-09,2009,10,5,278,1,278,1.42
05-Oct-09,2009,10,5,278,2,278,1.27
05-Oct-09,2009,10,5,278,3,278.1,1.28
05-Oct-09,2009,10,5,278,4,278.1,1.38
05-Oct-09,2009,10,5,278,5,278.2,1.47
05-Oct-09,2009,10,5,278,6,278.2,1.38
05-Oct-09,2009,10,5,278,7,278.2,1.52
05-Oct-09,2009,10,5,278,8,278.3,1.7
05-Oct-09,2009,10,5,278,9,278.3,1.73
05-Oct-09,2009,10,5,278,10,278.4,1.93
05-Oct-09,2009,10,5,278,11,278.4,2.16
05-Oct-09,2009,10,5,278,12,278.5,2.21
05-Oct-09,2009,10,5,278,13,278.5,2.3
05-Oct-09,2009,10,5,278,14,278.5,2.13
05-Oct-09,2009,10,5,278,15,278.6,2.09
05-Oct-09,2009,10,5,278,16,278.6,2.27
05-Oct-09,2009,10,5,278,17,278.7,2.35
05-Oct-09,2009,10,5,278,18,278.7,2.43
05-Oct-09,2009,10,5,278,19,278.7,2.32
05-Oct-09,2009,10,5,278,20,278.8,2.42
05-Oct-09,2009,10,5,278,21,278.8,2.43
05-Oct-09,2009,10,5,278,22,278.9,2.26
05-Oct-09,2009,10,5,278,23,278.9,2.18
06-Oct-09,2009,10,6,278,24,279,2.17
06-Oct-09,2009,10,6,279,1,279,2.31
06-Oct-09,2009,10,6,279,2,279,2.12
06-Oct-09,2009,10,6,279,3,279.1,2.08
06-Oct-09,2009,10,6,279,4,279.1,2.17
06-Oct-09,2009,10,6,279,5,279.2,2.17
06-Oct-09,2009,10,6,279,6,279.2,2.54
06-Oct-09,2009,10,6,279,7,279.2,2.57
06-Oct-09,2009,10,6,279,8,279.3,2.56
06-Oct-09,2009,10,6,279,9,279.3,2.62
06-Oct-09,2009,10,6,279,10,279.4,2.52
06-Oct-09,2009,10,6,279,11,279.4,2.69
06-Oct-09,2009,10,6,279,12,279.5,2.63
06-Oct-09,2009,10,6,279,13,279.5,2.74
06-Oct-09,2009,10,6,279,14,279.5,2.59
06-Oct-09,2009,10,6,279,15,279.6,2.7
06-Oct-09,2009,10,6,279,16,279.6,2.45
06-Oct-09,2009,10,6,279,17,279.7,2.6
06-Oct-09,2009,10,6,279,18,279.7,2.34
06-Oct-09,2009,10,6,279,19,279.7,2.32
06-Oct-09,2009,10,6,279,20,279.8,2.36
06-Oct-09,2009,10,6,279,21,279.8,2.27
06-Oct-09,2009,10,6,279,22,279.9,2.4
06-Oct-09,2009,10,6,279,23,279.9,2.39
07-Oct-09,2009,10,7,279,24,280,2.29
07-Oct-09,2009,10,7,280,1,280,2.18
07-Oct-09,2009,10,7,280,2,280,2.12
07-Oct-09,2009,10,7,280,3,280.1,2.2
07-Oct-09,2009,10,7,280,4,280.1,2.25
07-Oct-09,2009,10,7,280,5,280.2,2.33
07-Oct-09,2009,10,7,280,6,280.2,2.55
07-Oct-09,2009,10,7,280,7,280.2,2.58
07-Oct-09,2009,10,7,280,8,280.3,2.41
07-Oct-09,2009,10,7,280,9,280.3,2.13
07-Oct-09,2009,10,7,280,10,280.4,2.23
07-Oct-09,2009,10,7,280,11,280.4,2.13
07-Oct-09,2009,10,7,280,12,280.5,2.43
07-Oct-09,2009,10,7,280,13,280.5,2.38
07-Oct-09,2009,10,7,280,14,280.5,2.29
07-Oct-09,2009,10,7,280,15,280.6,2.54
07-Oct-09,2009,10,7,280,16,280.6,2.43
07-Oct-09,2009,10,7,280,17,280.7,2.28
07-Oct-09,2009,10,7,280,18,280.7,2.32
07-Oct-09,2009,10,7,280,19,280.7,2.25
07-Oct-09,2009,10,7,280,20,280.8,2.23
07-Oct-09,2009,10,7,280,21,280.8,2.18
07-Oct-09,2009,10,7,280,22,280.9,2.09
07-Oct-09,2009,10,7,280,23,280.9,2.03
08-Oct-09,2009,10,8,280,24,281,1.95
08-Oct-09,2009,10,8,281,1,281,2.04
08-Oct-09,2009,10,8,281,2,281,2.01
08-Oct-09,2009,10,8,281,3,281.1,2.11
08-Oct-09,2009,10,8,281,4,281.1,1.88
08-Oct-09,2009,10,8,281,5,281.2,1.84
08-Oct-09,2009,10,8,281,6,281.2,1.72
08-Oct-09,2009,10,8,281,7,281.2,1.74
08-Oct-09,2009,10,8,281,8,281.3,1.75
08-Oct-09,2009,10,8,281,9,281.3,1.82
08-Oct-09,2009,10,8,281,10,281.4,1.78
08-Oct-09,2009,10,8,281,11,281.4,1.77
08-Oct-09,2009,10,8,281,12,281.5,1.71
08-Oct-09,2009,10,8,281,13,281.5,1.81
08-Oct-09,2009,10,8,281,14,281.5,1.88
08-Oct-09,2009,10,8,281,15,281.6,2.09
08-Oct-09,2009,10,8,281,16,281.6,2
08-Oct-09,2009,10,8,281,17,281.7,2.01
08-Oct-09,2009,10,8,281,18,281.7,2.31
08-Oct-09,2009,10,8,281,19,281.7,1.83
08-Oct-09,2009,10,8,281,20,281.8,1.64
08-Oct-09,2009,10,8,281,21,281.8,1.58
08-Oct-09,2009,10,8,281,22,281.9,1.52
08-Oct-09,2009,10,8,281,23,281.9,1.46
09-Oct-09,2009,10,9,281,24,282,1.46
09-Oct-09,2009,10,9,282,1,282,1.6
09-Oct-09,2009,10,9,282,2,282,1.57
09-Oct-09,2009,10,9,282,3,282.1,1.61
09-Oct-09,2009,10,9,282,4,282.1,1.42
09-Oct-09,2009,10,9,282,5,282.2,1.46
09-Oct-09,2009,10,9,282,6,282.2,1.43
09-Oct-09,2009,10,9,282,7,282.2,1.54
09-Oct-09,2009,10,9,282,8,282.3,1.53
09-Oct-09,2009,10,9,282,9,282.3,1.37
09-Oct-09,2009,10,9,282,10,282.4,9999
09-Oct-09,2009,10,9,282,11,282.4,1.49
09-Oct-09,2009,10,9,282,12,282.5,1.69
09-Oct-09,2009,10,9,282,13,282.5,1.71
09-Oct-09,2009,10,9,282,14,282.5,1.76
09-Oct-09,2009,10,9,282,15,282.6,1.79
09-Oct-09,2009,10,9,282,16,282.6,2.09
09-Oct-09,2009,10,9,282,17,282.7,2.18
09-Oct-09,2009,10,9,282,18,282.7,2.16
09-Oct-09,2009,10,9,282,19,282.7,2.16
09-Oct-09,2009,10,9,282,20,282.8,2.08
09-Oct-09,2009,10,9,282,21,282.8,1.9
09-Oct-09,2009,10,9,282,22,282.9,1.93
09-Oct-09,2009,10,9,282,23,282.9,2.03
10-Oct-09,2009,10,10,282,24,283,2.14
10-Oct-09,2009,10,10,283,1,283,2.18
10-Oct-09,2009,10,10,283,2,283,2.24
10-Oct-09,2009,10,10,283,3,283.1,2.19
10-Oct-09,2009,10,10,283,4,283.1,2.03
10-Oct-09,2009,10,10,283,5,283.2,1.98
10-Oct-09,2009,10,10,283,6,283.2,1.9
10-Oct-09,2009,10,10,283,7,283.2,1.93
10-Oct-09,2009,10,10,283,8,283.3,1.87
10-Oct-09,2009,10,10,283,9,283.3,1.83
10-Oct-09,2009,10,10,283,10,283.4,1.92
10-Oct-09,2009,10,10,283,11,283.4,2.17
10-Oct-09,2009,10,10,283,12,283.5,2.16
10-Oct-09,2009,10,10,283,13,283.5,2.29
10-Oct-09,2009,10,10,283,14,283.5,2.25
10-Oct-09,2009,10,10,283,15,283.6,2.49
10-Oct-09,2009,10,10,283,16,283.6,2.48
10-Oct-09,2009,10,10,283,17,283.7,2.77
10-Oct-09,2009,10,10,283,18,283.7,2.1
10-Oct-09,2009,10,10,283,19,283.7,2.18
10-Oct-09,2009,10,10,283,20,283.8,2.28
10-Oct-09,2009,10,10,283,21,283.8,2.07
10-Oct-09,2009,10,10,283,22,283.9,2.12
10-Oct-09,2009,10,10,283,23,283.9,2.03
11-Oct-09,2009,10,11,283,24,284,2.01
11-Oct-09,2009,10,11,284,1,284,2.13
11-Oct-09,2009,10,11,284,2,284,2.06
11-Oct-09,2009,10,11,284,3,284.1,2.08
11-Oct-09,2009,10,11,284,4,284.1,2.03
11-Oct-09,2009,10,11,284,5,284.2,2.02
11-Oct-09,2009,10,11,284,6,284.2,1.99
11-Oct-09,2009,10,11,284,7,284.2,2.3
11-Oct-09,2009,10,11,284,8,284.3,2.19
11-Oct-09,2009,10,11,284,9,284.3,2.14
11-Oct-09,2009,10,11,284,10,284.4,1.94
11-Oct-09,2009,10,11,284,11,284.4,1.9
11-Oct-09,2009,10,11,284,12,284.5,2.02
11-Oct-09,2009,10,11,284,13,284.5,2.2
11-Oct-09,2009,10,11,284,14,284.5,2.22
11-Oct-09,2009,10,11,284,15,284.6,2.44
11-Oct-09,2009,10,11,284,16,284.6,2.58
11-Oct-09,2009,10,11,284,17,284.7,2.53
11-Oct-09,2009,10,11,284,18,284.7,2.49
11-Oct-09,2009,10,11,284,19,284.7,2.3
11-Oct-09,2009,10,11,284,20,284.8,2.1
11-Oct-09,2009,10,11,284,21,284.8,2.06
11-Oct-09,2009,10,11,284,22,284.9,1.97
11-Oct-09,2009,10,11,284,23,284.9,1.92
12-Oct-09,2009,10,12,284,24,285,1.92
12-Oct-09,2009,10,12,285,1,285,1.84
12-Oct-09,2009,10,12,285,2,285,1.62
12-Oct-09,2009,10,12,285,3,285.1,1.69
12-Oct-09,2009,10,12,285,4,285.1,1.62
12-Oct-09,2009,10,12,285,5,285.2,1.63
12-Oct-09,2009,10,12,285,6,285.2,1.52
12-Oct-09,2009,10,12,285,7,285.2,1.63
12-Oct-09,2009,10,12,285,8,285.3,1.58
12-Oct-09,2009,10,12,285,9,285.3,1.66
12-Oct-09,2009,10,12,285,10,285.4,1.58
12-Oct-09,2009,10,12,285,11,285.4,1.96
12-Oct-09,2009,10,12,285,12,285.5,1.86
12-Oct-09,2009,10,12,285,13,285.5,1.79
12-Oct-09,2009,10,12,285,14,285.5,1.85
12-Oct-09,2009,10,12,285,15,285.6,1.94
12-Oct-09,2009,10,12,285,16,285.6,2.17
12-Oct-09,2009,10,12,285,17,285.7,2.05
12-Oct-09,2009,10,12,285,18,285.7,1.67
12-Oct-09,2009,10,12,285,19,285.7,1.57
12-Oct-09,2009,10,12,285,20,285.8,1.71
12-Oct-09,2009,10,12,285,21,285.8,1.48
12-Oct-09,2009,10,12,285,22,285.9,1.41
12-Oct-09,2009,10,12,285,23,285.9,1.37
13-Oct-09,2009,10,13,285,24,286,1.35
13-Oct-09,2009,10,13,286,1,286,1.31
13-Oct-09,2009,10,13,286,2,286,1.25
13-Oct-09,2009,10,13,286,3,286.1,1.22
13-Oct-09,2009,10,13,286,4,286.1,1.18
13-Oct-09,2009,10,13,286,5,286.2,1.11
13-Oct-09,2009,10,13,286,6,286.2,1.09
13-Oct-09,2009,10,13,286,7,286.2,1.11
13-Oct-09,2009,10,13,286,8,286.3,1.15
13-Oct-09,2009,10,13,286,9,286.3,1.17
13-Oct-09,2009,10,13,286,10,286.4,1.38
13-Oct-09,2009,10,13,286,11,286.4,1.46
13-Oct-09,2009,10,13,286,12,286.5,1.54
13-Oct-09,2009,10,13,286,13,286.5,1.55
13-Oct-09,2009,10,13,286,14,286.5,1.69
13-Oct-09,2009,10,13,286,15,286.6,1.79
13-Oct-09,2009,10,13,286,16,286.6,1.86
13-Oct-09,2009,10,13,286,17,286.7,1.89
13-Oct-09,2009,10,13,286,18,286.7,1.84
13-Oct-09,2009,10,13,286,19,286.7,1.61
13-Oct-09,2009,10,13,286,20,286.8,1.36
13-Oct-09,2009,10,13,286,21,286.8,1.42
13-Oct-09,2009,10,13,286,22,286.9,1.36
13-Oct-09,2009,10,13,286,23,286.9,1.52
14-Oct-09,2009,10,14,286,24,287,1.57
14-Oct-09,2009,10,14,287,1,287,1.43
14-Oct-09,2009,10,14,287,2,287,1.3
14-Oct-09,2009,10,14,287,3,287.1,1.42
14-Oct-09,2009,10,14,287,4,287.1,1.46
14-Oct-09,2009,10,14,287,5,287.2,1.38
14-Oct-09,2009,10,14,287,6,287.2,1.43
14-Oct-09,2009,10,14,287,7,287.2,1.61
