Hourly Year,Year,Month,Day,Day,Houre,Day,Rtot,Rr,Rmyc,Ra,Rh
29-Mar-07,2007,3,29,88,24,88,1.4,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,1,88,1.41,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,2,88,1.63,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,3,88.1,9999,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,4,88.1,1.47,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,5,88.2,1.5,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,6,88.2,1.41,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,7,88.3,1.27,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,8,88.3,1.21,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,9,88.3,9999,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,10,88.4,1.22,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,11,88.4,1.2,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,12,88.5,1.27,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,13,88.5,1.3,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,14,88.5,1.18,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,15,88.6,1.33,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,16,88.6,9999,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,17,88.7,1.41,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,18,88.7,1.43,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,19,88.8,1.24,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,20,88.8,1.25,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,21,88.8,1.16,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,22,88.9,1.14,9999,9999,9999,9999
29-Mar-07,2007,3,29,88,23,88.9,1.09,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,24,89,1.07,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,1,89,1.16,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,2,89,9999,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,3,89.1,1.23,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,4,89.1,1.17,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,5,89.2,1.1,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,6,89.2,1.07,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,7,89.3,1.13,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,8,89.3,1.11,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,9,89.3,1.08,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,10,89.4,1.09,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,11,89.4,9999,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,12,89.5,1.01,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,13,89.5,0.98,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,14,89.5,0.93,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,15,89.6,0.98,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,16,89.6,1.01,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,17,89.7,1.06,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,18,89.7,1.05,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,19,89.8,0.99,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,20,89.8,9999,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,21,89.8,0.96,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,22,89.9,0.98,9999,9999,9999,9999
30-Mar-07,2007,3,30,89,23,89.9,0.92,9999,9999,9999,9999
31-Mar-07,2007,3,31,89,24,90,0.93,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,1,90,0.93,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,2,90,0.97,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,3,90.1,1.02,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,4,90.1,0.97,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,5,90.2,0.92,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,6,90.2,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,7,90.3,0.87,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,8,90.3,0.95,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,9,90.3,1.02,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,10,90.4,1.05,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,11,90.4,1.01,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,12,90.5,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,13,90.5,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,14,90.5,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,15,90.6,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,16,90.6,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,17,90.7,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,18,90.7,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,19,90.8,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,20,90.8,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,21,90.8,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,22,90.9,9999,9999,9999,9999,9999
31-Mar-07,2007,3,31,90,23,90.9,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,90,24,91,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,1,91,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,2,91,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,3,91.1,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,4,91.1,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,5,91.2,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,6,91.2,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,7,91.3,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,8,91.3,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,9,91.3,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,10,91.4,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,11,91.4,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,12,91.5,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,13,91.5,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,14,91.5,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,15,91.6,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,16,91.6,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,17,91.7,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,18,91.7,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,19,91.8,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,20,91.8,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,21,91.8,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,22,91.9,9999,9999,9999,9999,9999
01-Apr-07,2007,4,1,91,23,91.9,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,91,24,92,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,1,92,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,2,92,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,3,92.1,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,4,92.1,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,5,92.2,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,6,92.2,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,7,92.3,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,8,92.3,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,9,92.3,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,10,92.4,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,11,92.4,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,12,92.5,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,13,92.5,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,14,92.5,1.32,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,15,92.6,1.41,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,16,92.6,1.6,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,17,92.7,1.4,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,18,92.7,1.44,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,19,92.8,1.49,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,20,92.8,1.36,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,21,92.8,1.3,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,22,92.9,9999,9999,9999,9999,9999
02-Apr-07,2007,4,2,92,23,92.9,1.29,9999,9999,9999,9999
03-Apr-07,2007,4,3,92,24,93,1.26,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,1,93,1.14,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,2,93,1.17,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,3,93.1,1.09,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,4,93.1,1.03,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,5,93.2,1.17,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,6,93.2,1.03,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,7,93.3,9999,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,8,93.3,1.04,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,9,93.3,1.1,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,10,93.4,1.08,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,11,93.4,9999,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,12,93.5,1.04,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,13,93.5,1.05,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,14,93.5,1,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,15,93.6,1.05,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,16,93.6,1.08,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,17,93.7,9999,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,18,93.7,1.11,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,19,93.8,1.06,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,20,93.8,1.05,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,21,93.8,1.13,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,22,93.9,1.11,9999,9999,9999,9999
03-Apr-07,2007,4,3,93,23,93.9,1.14,9999,9999,9999,9999
04-Apr-07,2007,4,4,93,24,94,1.15,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,1,94,1.14,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,2,94,1.17,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,3,94.1,9999,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,4,94.1,1.15,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,5,94.2,1.17,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,6,94.2,1.07,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,7,94.3,1.02,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,8,94.3,0.92,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,9,94.3,0.92,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,10,94.4,0.96,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,11,94.4,1,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,12,94.5,1.08,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,13,94.5,9999,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,14,94.5,1.12,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,15,94.6,1.17,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,16,94.6,1.17,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,17,94.7,1.21,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,18,94.7,1.28,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,19,94.8,1.26,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,20,94.8,1.25,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,21,94.8,1.28,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,22,94.9,9999,9999,9999,9999,9999
04-Apr-07,2007,4,4,94,23,94.9,1.45,9999,9999,9999,9999
05-Apr-07,2007,4,5,94,24,95,1.13,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,1,95,1.17,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,2,95,1.12,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,3,95.1,1.08,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,4,95.1,1.03,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,5,95.2,1.02,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,6,95.2,1.04,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,7,95.3,9999,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,8,95.3,1.08,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,9,95.3,1.06,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,10,95.4,1.13,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,11,95.4,1.21,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,12,95.5,1.23,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,13,95.5,1.46,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,14,95.5,1.43,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,15,95.6,1.62,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,16,95.6,1.6,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,17,95.7,1.65,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,18,95.7,9999,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,19,95.8,1.65,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,20,95.8,1.58,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,21,95.8,1.44,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,22,95.9,1.41,9999,9999,9999,9999
05-Apr-07,2007,4,5,95,23,95.9,1.37,9999,9999,9999,9999
06-Apr-07,2007,4,6,95,24,96,1.29,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,1,96,1.27,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,2,96,1.24,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,3,96.1,1.19,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,4,96.1,9999,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,5,96.2,1.18,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,6,96.2,1.2,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,7,96.3,1.29,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,8,96.3,1.13,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,9,96.3,1.2,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,10,96.4,1.24,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,11,96.4,1.36,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,12,96.5,1.44,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,13,96.5,1.64,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,14,96.5,9999,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,15,96.6,1.54,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,16,96.6,1.62,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,17,96.7,1.84,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,18,96.7,1.73,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,19,96.8,1.71,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,20,96.8,1.65,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,21,96.8,1.59,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,22,96.9,1.45,9999,9999,9999,9999
06-Apr-07,2007,4,6,96,23,96.9,1.43,9999,9999,9999,9999
07-Apr-07,2007,4,7,96,24,97,9999,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,1,97,1.36,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,2,97,1.32,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,3,97.1,1.29,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,4,97.1,1.26,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,5,97.2,1.19,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,6,97.2,1.25,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,7,97.3,1.29,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,8,97.3,1.2,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,9,97.3,9999,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,10,97.4,1.2,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,11,97.4,1.32,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,12,97.5,1.33,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,13,97.5,1.43,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,14,97.5,1.4,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,15,97.6,1.4,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,16,97.6,1.65,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,17,97.7,1.69,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,18,97.7,1.56,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,19,97.8,1.57,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,20,97.8,9999,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,21,97.8,1.46,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,22,97.9,1.46,9999,9999,9999,9999
07-Apr-07,2007,4,7,97,23,97.9,1.37,9999,9999,9999,9999
08-Apr-07,2007,4,8,97,24,98,1.3,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,1,98,1.28,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,2,98,1.25,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,3,98.1,1.23,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,4,98.1,1.15,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,5,98.2,9999,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,6,98.2,1.15,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,7,98.3,1.2,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,8,98.3,1.13,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,9,98.3,1.26,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,10,98.4,1.23,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,11,98.4,1.36,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,12,98.5,1.43,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,13,98.5,1.39,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,14,98.5,1.75,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,15,98.6,9999,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,16,98.6,1.78,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,17,98.7,1.83,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,18,98.7,1.67,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,19,98.8,1.7,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,20,98.8,1.71,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,21,98.8,1.54,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,22,98.9,1.46,9999,9999,9999,9999
08-Apr-07,2007,4,8,98,23,98.9,1.47,9999,9999,9999,9999
09-Apr-07,2007,4,9,98,24,99,1.36,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,1,99,9999,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,2,99,1.41,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,3,99.1,1.34,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,4,99.1,1.32,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,5,99.2,1.33,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,6,99.2,1.23,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,7,99.3,1.28,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,8,99.3,1.33,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,9,99.3,1.34,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,10,99.4,1.33,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,11,99.4,9999,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,12,99.5,1.43,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,13,99.5,1.55,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,14,99.5,1.79,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,15,99.6,1.58,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,16,99.6,1.92,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,17,99.7,2.26,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,18,99.7,2.13,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,19,99.8,2.09,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,20,99.8,2.12,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,21,99.8,2.02,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,22,99.9,9999,9999,9999,9999,9999
09-Apr-07,2007,4,9,99,23,99.9,1.99,9999,9999,9999,9999
10-Apr-07,2007,4,10,99,24,100,2,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,1,100,2.16,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,2,100,2.02,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,3,100.1,2.1,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,4,100.1,1.98,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,5,100.2,1.82,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,6,100.2,1.7,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,7,100.3,1.68,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,8,100.3,9999,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,9,100.3,1.56,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,10,100.4,1.56,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,11,100.4,1.72,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,12,100.5,1.74,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,13,100.5,1.72,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,14,100.5,2.04,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,15,100.6,2.06,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,16,100.6,2.31,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,17,100.7,2.16,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,18,100.7,9999,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,19,100.8,2.19,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,20,100.8,2.16,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,21,100.8,2.02,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,22,100.9,1.94,9999,9999,9999,9999
10-Apr-07,2007,4,10,100,23,100.9,2.07,9999,9999,9999,9999
11-Apr-07,2007,4,11,100,24,101,2.14,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,1,101,2.05,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,2,101,2.12,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,3,101.1,1.88,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,4,101.1,9999,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,5,101.2,1.68,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,6,101.2,1.71,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,7,101.3,1.69,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,8,101.3,1.56,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,9,101.3,1.61,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,10,101.4,1.66,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,11,101.4,1.74,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,12,101.5,1.72,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,13,101.5,1.74,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,14,101.5,1.83,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,15,101.6,9999,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,16,101.6,2.12,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,17,101.7,2.16,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,18,101.7,2.1,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,19,101.8,2.24,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,20,101.8,2.02,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,21,101.8,1.95,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,22,101.9,1.79,9999,9999,9999,9999
11-Apr-07,2007,4,11,101,23,101.9,1.8,9999,9999,9999,9999
12-Apr-07,2007,4,12,101,24,102,1.66,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,1,102,9999,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,2,102,1.65,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,3,102.1,1.62,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,4,102.1,1.58,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,5,102.2,1.56,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,6,102.2,1.59,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,7,102.3,1.45,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,8,102.3,9999,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,9,102.3,1.6,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,10,102.4,1.61,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,11,102.4,1.78,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,12,102.5,1.79,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,13,102.5,1.78,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,14,102.5,1.89,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,15,102.6,9999,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,16,102.6,1.9,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,17,102.7,2.06,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,18,102.7,2.01,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,19,102.8,2.2,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,20,102.8,2,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,21,102.8,1.96,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,22,102.9,1.95,9999,9999,9999,9999
12-Apr-07,2007,4,12,102,23,102.9,1.96,9999,9999,9999,9999
13-Apr-07,2007,4,13,102,24,103,1.86,9999,9999,9999,9999
13-Apr-07,2007,4,13,103,1,103,9999,9999,9999,9999,9999
