year, month, date,day, t_mean, t_max, t_min, I, nee
1.999000000000000000e+03,8.000000000000000000e+00,1.400000000000000000e+01,2.260000000000000000e+02,1.602083333333333215e+01,1.880000000000000071e+01,1.300000000000000000e+01,1.591380000000000017e+01,-8.840668787450132626e+00
1.999000000000000000e+03,8.000000000000000000e+00,1.500000000000000000e+01,2.270000000000000000e+02,1.441666666666666430e+01,1.830000000000000071e+01,1.140000000000000036e+01,1.685879999999999868e+01,-1.191781957729089925e+01
1.999000000000000000e+03,8.000000000000000000e+00,1.600000000000000000e+01,2.280000000000000000e+02,1.189583333333333748e+01,1.769999999999999929e+01,7.799999999999999822e+00,1.150740000000000052e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,1.700000000000000000e+01,2.290000000000000000e+02,1.241458333333333464e+01,1.569999999999999929e+01,7.299999999999999822e+00,8.119799999999999685e+00,nan
1.999000000000000000e+03,8.000000000000000000e+00,1.800000000000000000e+01,2.300000000000000000e+02,1.386458333333333570e+01,1.769999999999999929e+01,1.130000000000000071e+01,1.281599999999999895e+01,-5.497288249661023585e+00
1.999000000000000000e+03,8.000000000000000000e+00,1.900000000000000000e+01,2.310000000000000000e+02,1.465833333333333144e+01,1.989999999999999858e+01,9.699999999999999289e+00,2.062079999999999913e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.000000000000000000e+01,2.320000000000000000e+02,1.397500000000000142e+01,2.030000000000000071e+01,6.599999999999999645e+00,2.197799999999999798e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.100000000000000000e+01,2.330000000000000000e+02,1.318958333333332611e+01,1.880000000000000071e+01,7.900000000000000355e+00,2.422980000000000089e+01,-6.859767158738263149e+00
1.999000000000000000e+03,8.000000000000000000e+00,2.200000000000000000e+01,2.340000000000000000e+02,1.307291666666666607e+01,1.710000000000000142e+01,7.599999999999999645e+00,1.408319999999999972e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.300000000000000000e+01,2.350000000000000000e+02,1.587083333333333535e+01,2.080000000000000071e+01,1.119999999999999929e+01,2.127599999999999980e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.400000000000000000e+01,2.360000000000000000e+02,1.484583333333333677e+01,1.700000000000000000e+01,1.250000000000000000e+01,4.940999999999999837e+00,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.500000000000000000e+01,2.370000000000000000e+02,1.798958333333333215e+01,2.189999999999999858e+01,1.359999999999999964e+01,8.182800000000000296e+00,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.600000000000000000e+01,2.380000000000000000e+02,1.780833333333333357e+01,2.060000000000000142e+01,1.440000000000000036e+01,1.716479999999999961e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.700000000000000000e+01,2.390000000000000000e+02,1.548333333333332895e+01,2.089999999999999858e+01,1.009999999999999964e+01,1.604879999999999995e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.800000000000000000e+01,2.400000000000000000e+02,1.614999999999999858e+01,2.260000000000000142e+01,9.000000000000000000e+00,2.063339999999999819e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,2.900000000000000000e+01,2.410000000000000000e+02,1.575624999999999432e+01,2.130000000000000071e+01,8.599999999999999645e+00,1.678859999999999886e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,3.000000000000000000e+01,2.420000000000000000e+02,1.641250000000000497e+01,2.160000000000000142e+01,1.209999999999999964e+01,1.678859999999999886e+01,nan
1.999000000000000000e+03,8.000000000000000000e+00,3.100000000000000000e+01,2.430000000000000000e+02,1.541249999999999609e+01,1.989999999999999858e+01,1.069999999999999929e+01,1.415160000000000018e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.000000000000000000e+00,2.440000000000000000e+02,1.742500000000000071e+01,2.439999999999999858e+01,1.100000000000000000e+01,1.651139999999999830e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.000000000000000000e+00,2.450000000000000000e+02,1.682499999999999929e+01,2.330000000000000071e+01,9.300000000000000711e+00,2.042820000000000036e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,3.000000000000000000e+00,2.460000000000000000e+02,1.821458333333333357e+01,2.480000000000000071e+01,1.200000000000000000e+01,2.032019999999999982e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,4.000000000000000000e+00,2.470000000000000000e+02,1.786250000000000071e+01,2.589999999999999858e+01,1.100000000000000000e+01,1.948499999999999943e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,5.000000000000000000e+00,2.480000000000000000e+02,1.854375000000000284e+01,2.539999999999999858e+01,1.200000000000000000e+01,1.855799999999999983e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,6.000000000000000000e+00,2.490000000000000000e+02,1.799166666666666714e+01,2.450000000000000000e+01,1.050000000000000000e+01,1.890899999999999892e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,7.000000000000000000e+00,2.500000000000000000e+02,1.717916666666666359e+01,2.110000000000000142e+01,1.090000000000000036e+01,1.210319999999999929e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,8.000000000000000000e+00,2.510000000000000000e+02,1.575833333333332753e+01,2.019999999999999929e+01,7.799999999999999822e+00,7.857000000000000206e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,9.000000000000000000e+00,2.520000000000000000e+02,1.492083333333333606e+01,2.000000000000000000e+01,7.799999999999999822e+00,1.884420000000000073e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.000000000000000000e+01,2.530000000000000000e+02,1.524791666666666856e+01,2.260000000000000142e+01,6.200000000000000178e+00,1.431899999999999906e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.100000000000000000e+01,2.540000000000000000e+02,1.966458333333333286e+01,2.580000000000000071e+01,1.530000000000000071e+01,1.333440000000000047e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.200000000000000000e+01,2.550000000000000000e+02,1.557083333333333286e+01,1.880000000000000071e+01,9.599999999999999645e+00,1.503359999999999985e+01,-7.896194122656392977e+00
1.999000000000000000e+03,9.000000000000000000e+00,1.300000000000000000e+01,2.560000000000000000e+02,1.257916666666666572e+01,1.880000000000000071e+01,7.200000000000000178e+00,1.216440000000000055e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.400000000000000000e+01,2.570000000000000000e+02,1.161874999999999680e+01,1.319999999999999929e+01,9.599999999999999645e+00,4.246199999999999974e+00,-3.315127617520212122e-01
1.999000000000000000e+03,9.000000000000000000e+00,1.500000000000000000e+01,2.580000000000000000e+02,1.224375000000000568e+01,1.469999999999999929e+01,9.599999999999999645e+00,4.616999999999999993e+00,-1.298774812225383934e+00
1.999000000000000000e+03,9.000000000000000000e+00,1.600000000000000000e+01,2.590000000000000000e+02,1.378125000000000000e+01,1.760000000000000142e+01,9.699999999999999289e+00,6.913800000000000168e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.700000000000000000e+01,2.600000000000000000e+02,1.280833333333333535e+01,1.680000000000000071e+01,9.300000000000000711e+00,1.376820000000000022e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.800000000000000000e+01,2.610000000000000000e+02,1.416041666666666821e+01,1.660000000000000142e+01,1.000000000000000000e+01,6.812999999999999723e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,1.900000000000000000e+01,2.620000000000000000e+02,1.500416666666666998e+01,1.719999999999999929e+01,1.390000000000000036e+01,5.864399999999999835e+00,-7.440650021694624749e-01
1.999000000000000000e+03,9.000000000000000000e+00,2.000000000000000000e+01,2.630000000000000000e+02,1.367083333333333606e+01,1.540000000000000036e+01,1.100000000000000000e+01,4.415399999999999991e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.100000000000000000e+01,2.640000000000000000e+02,1.409375000000000000e+01,1.830000000000000071e+01,1.050000000000000000e+01,1.198080000000000034e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.200000000000000000e+01,2.650000000000000000e+02,1.548749999999999893e+01,1.880000000000000071e+01,1.330000000000000071e+01,5.927399999999999558e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.300000000000000000e+01,2.660000000000000000e+02,1.651249999999999574e+01,1.830000000000000071e+01,1.450000000000000000e+01,8.865000000000000213e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.400000000000000000e+01,2.670000000000000000e+02,1.652083333333333215e+01,1.839999999999999858e+01,1.380000000000000071e+01,7.392599999999999838e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.500000000000000000e+01,2.680000000000000000e+02,1.543541666666666679e+01,1.810000000000000142e+01,1.259999999999999964e+01,9.696600000000000108e+00,-2.080806836609705890e+00
1.999000000000000000e+03,9.000000000000000000e+00,2.600000000000000000e+01,2.690000000000000000e+02,1.375416666666666998e+01,1.739999999999999858e+01,1.169999999999999929e+01,1.152360000000000007e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.700000000000000000e+01,2.700000000000000000e+02,1.446874999999999822e+01,1.769999999999999929e+01,1.230000000000000071e+01,8.976599999999999469e+00,nan
1.999000000000000000e+03,9.000000000000000000e+00,2.800000000000000000e+01,2.710000000000000000e+02,1.427083333333333037e+01,1.669999999999999929e+01,1.100000000000000000e+01,1.076219999999999999e+01,-1.937406880727063463e+00
1.999000000000000000e+03,9.000000000000000000e+00,2.900000000000000000e+01,2.720000000000000000e+02,1.568125000000000036e+01,1.819999999999999929e+01,1.309999999999999964e+01,1.006199999999999939e+01,nan
1.999000000000000000e+03,9.000000000000000000e+00,3.000000000000000000e+01,2.730000000000000000e+02,1.409375000000000000e+01,1.739999999999999858e+01,1.209999999999999964e+01,1.085759999999999970e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,1.000000000000000000e+00,2.740000000000000000e+02,1.369374999999999964e+01,1.580000000000000071e+01,1.080000000000000071e+01,7.963199999999999612e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.000000000000000000e+00,2.750000000000000000e+02,1.183750000000000036e+01,1.469999999999999929e+01,7.799999999999999822e+00,1.370340000000000025e+01,-3.875800662902073590e+00
1.999000000000000000e+03,1.000000000000000000e+01,3.000000000000000000e+00,2.760000000000000000e+02,9.872916666666665009e+00,1.450000000000000000e+01,6.700000000000000178e+00,1.304459999999999908e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,4.000000000000000000e+00,2.770000000000000000e+02,8.495833333333335347e+00,1.280000000000000071e+01,4.299999999999999822e+00,1.402019999999999911e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,5.000000000000000000e+00,2.780000000000000000e+02,6.729166666666666963e+00,1.380000000000000071e+01,2.999999999999999889e-01,1.454940000000000033e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,6.000000000000000000e+00,2.790000000000000000e+02,6.239583333333333037e+00,1.419999999999999929e+01,-6.999999999999999556e-01,1.466099999999999959e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,7.000000000000000000e+00,2.800000000000000000e+02,9.593749999999998224e+00,1.480000000000000071e+01,2.299999999999999822e+00,6.328800000000000203e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,8.000000000000000000e+00,2.810000000000000000e+02,1.418958333333333321e+01,1.700000000000000000e+01,1.230000000000000071e+01,7.412399999999999878e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,9.000000000000000000e+00,2.820000000000000000e+02,1.522499999999999609e+01,1.680000000000000071e+01,1.340000000000000036e+01,6.712200000000000166e+00,-6.174076650509241482e-01
1.999000000000000000e+03,1.000000000000000000e+01,1.000000000000000000e+01,2.830000000000000000e+02,1.544375000000000142e+01,1.819999999999999929e+01,1.330000000000000071e+01,6.915599999999999525e+00,-1.237902674962654492e+00
1.999000000000000000e+03,1.000000000000000000e+01,1.100000000000000000e+01,2.840000000000000000e+02,1.109791666666666821e+01,1.450000000000000000e+01,4.099999999999999645e+00,1.166579999999999906e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,1.200000000000000000e+01,2.850000000000000000e+02,7.264583333333333393e+00,1.590000000000000036e+01,5.999999999999999778e-01,1.195199999999999996e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,1.300000000000000000e+01,2.860000000000000000e+02,7.483333333333334281e+00,1.440000000000000036e+01,1.399999999999999911e+00,1.195739999999999981e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,1.400000000000000000e+01,2.870000000000000000e+02,8.539583333333332860e+00,1.509999999999999964e+01,1.500000000000000000e+00,1.156859999999999999e+01,-2.618182002919877682e+00
1.999000000000000000e+03,1.000000000000000000e+01,1.500000000000000000e+01,2.880000000000000000e+02,1.027291666666666714e+01,1.419999999999999929e+01,7.400000000000000355e+00,9.516600000000000392e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,1.600000000000000000e+01,2.890000000000000000e+02,9.870833333333331794e+00,1.569999999999999929e+01,5.500000000000000000e+00,9.691200000000000259e+00,-2.302432574533494147e+00
1.999000000000000000e+03,1.000000000000000000e+01,1.700000000000000000e+01,2.900000000000000000e+02,8.793750000000001066e+00,1.350000000000000000e+01,5.099999999999999645e+00,1.143539999999999957e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,1.800000000000000000e+01,2.910000000000000000e+02,7.825000000000000178e+00,1.219999999999999929e+01,4.400000000000000355e+00,1.171260000000000012e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,1.900000000000000000e+01,2.920000000000000000e+02,7.089583333333333570e+00,1.109999999999999964e+01,2.799999999999999822e+00,1.099980000000000047e+01,-2.532114321527792367e+00
1.999000000000000000e+03,1.000000000000000000e+01,2.000000000000000000e+01,2.930000000000000000e+02,6.475000000000000533e+00,8.000000000000000000e+00,3.700000000000000178e+00,2.933999999999999719e+00,6.273228241694041030e-01
1.999000000000000000e+03,1.000000000000000000e+01,2.100000000000000000e+01,2.940000000000000000e+02,8.935416666666665009e+00,1.209999999999999964e+01,7.400000000000000355e+00,2.024999999999999911e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.200000000000000000e+01,2.950000000000000000e+02,1.202708333333333179e+01,1.430000000000000071e+01,1.019999999999999929e+01,5.201999999999999957e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.300000000000000000e+01,2.960000000000000000e+02,1.150625000000000142e+01,1.319999999999999929e+01,9.699999999999999289e+00,5.410800000000000054e+00,7.732052088070858531e+00
1.999000000000000000e+03,1.000000000000000000e+01,2.400000000000000000e+01,2.970000000000000000e+02,9.893749999999998934e+00,1.180000000000000071e+01,7.200000000000000178e+00,4.516199999999999548e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.500000000000000000e+01,2.980000000000000000e+02,9.608333333333328952e+00,1.569999999999999929e+01,5.200000000000000178e+00,1.114199999999999946e+01,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.600000000000000000e+01,2.990000000000000000e+02,8.829166666666665719e+00,1.569999999999999929e+01,3.500000000000000000e+00,8.978400000000000603e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.700000000000000000e+01,3.000000000000000000e+02,9.362500000000002487e+00,1.440000000000000036e+01,3.700000000000000178e+00,9.030599999999999739e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.800000000000000000e+01,3.010000000000000000e+02,1.153750000000000320e+01,1.660000000000000142e+01,6.500000000000000000e+00,9.534599999999999298e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,2.900000000000000000e+01,3.020000000000000000e+02,9.766666666666665719e+00,1.430000000000000071e+01,3.799999999999999822e+00,2.852999999999999758e+00,nan
1.999000000000000000e+03,1.000000000000000000e+01,3.000000000000000000e+01,3.030000000000000000e+02,1.356458333333333321e+01,1.619999999999999929e+01,1.040000000000000036e+01,4.998599999999999710e+00,6.447082615185207644e+00
1.999000000000000000e+03,1.000000000000000000e+01,3.100000000000000000e+01,3.040000000000000000e+02,1.233125000000000249e+01,1.480000000000000071e+01,9.800000000000000711e+00,9.827999999999999403e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.000000000000000000e+00,3.050000000000000000e+02,1.383958333333333535e+01,1.689999999999999858e+01,1.150000000000000000e+01,1.683000000000000052e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.000000000000000000e+00,3.060000000000000000e+02,1.004583333333333606e+01,1.300000000000000000e+01,5.000000000000000000e+00,6.152400000000000091e+00,1.315951460049466615e+00
1.999000000000000000e+03,1.100000000000000000e+01,3.000000000000000000e+00,3.070000000000000000e+02,9.843749999999998224e+00,1.469999999999999929e+01,4.400000000000000355e+00,2.723399999999999821e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,4.000000000000000000e+00,3.080000000000000000e+02,9.374999999999998224e+00,1.259999999999999964e+01,6.200000000000000178e+00,4.842900000000000205e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,5.000000000000000000e+00,3.090000000000000000e+02,9.983333333333332504e+00,1.250000000000000000e+01,7.700000000000000178e+00,6.452999999999999847e-01,nan
1.999000000000000000e+03,1.100000000000000000e+01,6.000000000000000000e+00,3.100000000000000000e+02,7.831250000000001599e+00,1.080000000000000071e+01,5.799999999999999822e+00,4.841099999999999959e+00,6.168560427224486498e-01
1.999000000000000000e+03,1.100000000000000000e+01,7.000000000000000000e+00,3.110000000000000000e+02,6.362833333333333563e+00,9.332000000000000739e+00,5.120000000000000107e-01,3.335399999999999920e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,8.000000000000000000e+00,3.120000000000000000e+02,9.107416666666665606e+00,1.148799999999999955e+01,6.392000000000000348e+00,2.471400000000000041e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,9.000000000000000000e+00,3.130000000000000000e+02,8.909708333333336228e+00,1.569999999999999929e+01,5.799999999999999822e+00,4.449600000000000222e+00,2.297210693830627815e+00
1.999000000000000000e+03,1.100000000000000000e+01,1.000000000000000000e+01,3.140000000000000000e+02,7.995833333333330906e+00,9.800000000000000711e+00,5.900000000000000355e+00,1.518299999999999983e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.100000000000000000e+01,3.150000000000000000e+02,7.820833333333335524e+00,1.019999999999999929e+01,5.099999999999999645e+00,3.459600000000000009e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.200000000000000000e+01,3.160000000000000000e+02,6.756604166666664746e+00,8.800000000000000711e+00,4.400000000000000355e+00,4.415399999999999991e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.300000000000000000e+01,3.170000000000000000e+02,7.006541666666666224e+00,9.429999999999999716e+00,3.843999999999999861e+00,4.961699999999999555e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.400000000000000000e+01,3.180000000000000000e+02,7.555749999999998856e+00,9.332000000000000739e+00,6.440999999999999837e+00,1.691999999999999948e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.500000000000000000e+01,3.190000000000000000e+02,4.480999999999998984e+00,8.646000000000000796e+00,1.883999999999999897e+00,4.631400000000000183e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.600000000000000000e+01,3.200000000000000000e+02,4.631062499999999638e+00,8.057999999999999829e+00,1.981999999999999984e+00,5.087699999999999889e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.700000000000000000e+01,3.210000000000000000e+02,2.799687499999999662e+00,5.804000000000000270e+00,6.099999999999999867e-01,5.157899999999999707e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.800000000000000000e+01,3.220000000000000000e+02,2.666979166666666234e+00,5.118000000000000327e+00,7.570000000000000062e-01,4.837499999999999467e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,1.900000000000000000e+01,3.230000000000000000e+02,3.190666666666667428e+00,6.685999999999999943e+00,7.079999999999999627e-01,3.980699999999999683e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.000000000000000000e+01,3.240000000000000000e+02,2.980374999999999996e+00,5.314000000000000057e+00,1.100000000000000089e+00,2.581199999999999939e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.100000000000000000e+01,3.250000000000000000e+02,2.890541666666667453e+00,5.509999999999999787e+00,5.120000000000000107e-01,2.798999999999999932e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.200000000000000000e+01,3.260000000000000000e+02,3.982833333333334114e+00,6.980000000000000426e+00,1.883999999999999897e+00,1.205100000000000060e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.300000000000000000e+01,3.270000000000000000e+02,6.571666666666665435e+00,9.429999999999999716e+00,2.275999999999999801e+00,2.135699999999999932e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.400000000000000000e+01,3.280000000000000000e+02,1.045695833333333624e+01,1.168399999999999928e+01,8.842000000000000526e+00,2.285099999999999909e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.500000000000000000e+01,3.290000000000000000e+02,1.097260416666666494e+01,1.246799999999999997e+01,1.031199999999999939e+01,3.797099999999999920e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.600000000000000000e+01,3.300000000000000000e+02,8.562500000000001776e+00,1.059999999999999964e+01,7.400000000000000355e+00,2.184299999999999908e+00,3.677915764806652721e+00
1.999000000000000000e+03,1.100000000000000000e+01,2.700000000000000000e+01,3.310000000000000000e+02,7.056249999999998579e+00,9.199999999999999289e+00,3.600000000000000089e+00,4.373999999999999666e+00,nan
1.999000000000000000e+03,1.100000000000000000e+01,2.800000000000000000e+01,3.320000000000000000e+02,9.347916666666664653e+00,1.069999999999999929e+01,8.500000000000000000e+00,3.331799999999999873e+00,4.553267702522050264e+00
1.999000000000000000e+03,1.100000000000000000e+01,2.900000000000000000e+01,3.330000000000000000e+02,6.691666666666669094e+00,9.900000000000000355e+00,3.000000000000000000e+00,3.167999999999999705e-01,nan
1.999000000000000000e+03,1.100000000000000000e+01,3.000000000000000000e+01,3.340000000000000000e+02,5.404166666666665897e+00,1.030000000000000071e+01,-9.000000000000000222e-01,2.007000000000000117e+00,2.170453032635963453e+00
1.999000000000000000e+03,1.200000000000000000e+01,1.000000000000000000e+00,3.350000000000000000e+02,9.070833333333331083e+00,1.130000000000000071e+01,5.000000000000000000e+00,2.192400000000000126e+00,2.723342471904677708e+00
1.999000000000000000e+03,1.200000000000000000e+01,2.000000000000000000e+00,3.360000000000000000e+02,5.883333333333331971e+00,7.900000000000000355e+00,3.700000000000000178e+00,4.429800000000000182e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,3.000000000000000000e+00,3.370000000000000000e+02,7.295833333333330728e+00,1.059999999999999964e+01,3.100000000000000089e+00,1.870199999999999863e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,4.000000000000000000e+00,3.380000000000000000e+02,3.435416666666665009e+00,5.500000000000000000e+00,1.699999999999999956e+00,4.162499999999999645e+00,1.864827393391136345e+00
1.999000000000000000e+03,1.200000000000000000e+01,5.000000000000000000e+00,3.390000000000000000e+02,3.356249999999999289e+00,6.900000000000000355e+00,2.000000000000000111e-01,3.842099999999999849e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,6.000000000000000000e+00,3.400000000000000000e+02,9.250000000000000000e+00,1.040000000000000036e+01,7.299999999999999822e+00,8.882999999999999785e-01,nan
1.999000000000000000e+03,1.200000000000000000e+01,7.000000000000000000e+00,3.410000000000000000e+02,7.466666666666665897e+00,1.009999999999999964e+01,4.599999999999999645e+00,2.495699999999999807e+00,2.467516653576304897e+00
1.999000000000000000e+03,1.200000000000000000e+01,8.000000000000000000e+00,3.420000000000000000e+02,7.135416666666666963e+00,1.009999999999999964e+01,4.599999999999999645e+00,5.750999999999999446e-01,2.920063940398550439e+00
1.999000000000000000e+03,1.200000000000000000e+01,9.000000000000000000e+00,3.430000000000000000e+02,5.652083333333333570e+00,7.200000000000000178e+00,4.500000000000000000e+00,3.932099999999999707e+00,2.243544561531927162e+00
1.999000000000000000e+03,1.200000000000000000e+01,1.000000000000000000e+01,3.440000000000000000e+02,4.775000000000000355e+00,6.400000000000000355e+00,3.600000000000000089e+00,3.320999999999999730e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.100000000000000000e+01,3.450000000000000000e+02,8.870833333333333570e+00,1.059999999999999964e+01,6.000000000000000000e+00,5.705999999999999961e-01,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01,3.460000000000000000e+02,5.418750000000001954e+00,8.900000000000000355e+00,3.100000000000000089e+00,1.657799999999999940e+00,2.271509580786948757e+00
1.999000000000000000e+03,1.200000000000000000e+01,1.300000000000000000e+01,3.470000000000000000e+02,2.887500000000000622e+00,5.799999999999999822e+00,1.399999999999999911e+00,1.029600000000000071e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.400000000000000000e+01,3.480000000000000000e+02,7.208333333333335480e-01,2.700000000000000178e+00,-6.999999999999999556e-01,3.097799999999999887e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.500000000000000000e+01,3.490000000000000000e+02,5.791666666666666075e-01,1.600000000000000089e+00,-2.000000000000000111e-01,2.318400000000000016e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.600000000000000000e+01,3.500000000000000000e+02,2.539583333333333304e+00,5.299999999999999822e+00,-2.999999999999999889e-01,3.255300000000000082e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.700000000000000000e+01,3.510000000000000000e+02,6.889583333333333393e+00,9.599999999999999645e+00,3.899999999999999911e+00,5.472000000000000197e-01,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.800000000000000000e+01,3.520000000000000000e+02,1.083333333333333259e+00,3.799999999999999822e+00,-1.100000000000000089e+00,1.219500000000000028e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,1.900000000000000000e+01,3.530000000000000000e+02,-2.581250000000000266e+00,-6.999999999999999556e-01,-4.000000000000000000e+00,3.978899999999999881e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.000000000000000000e+01,3.540000000000000000e+02,-4.354541666666668753e+00,8.000000000000000444e-01,-8.699999999999999289e+00,4.384800000000000253e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.100000000000000000e+01,3.550000000000000000e+02,2.010583333333333389e+00,4.235999999999999766e+00,-3.701999999999999957e+00,8.099999999999999423e-01,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.200000000000000000e+01,3.560000000000000000e+02,6.845250000000000057e+00,1.021400000000000041e+01,4.137999999999999901e+00,3.500999999999999668e-01,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.300000000000000000e+01,3.570000000000000000e+02,6.903437500000001670e+00,9.233999999999999986e+00,4.235999999999999766e+00,2.999699999999999811e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.400000000000000000e+01,3.580000000000000000e+02,9.601499999999997925e+00,1.148799999999999955e+01,7.764000000000000234e+00,4.211999999999999633e-01,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.500000000000000000e+01,3.590000000000000000e+02,4.796437499999999687e+00,1.011599999999999966e+01,2.766000000000000014e+00,2.402099999999999902e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.600000000000000000e+01,3.600000000000000000e+02,3.820520833333332700e+00,6.490000000000000213e+00,1.687999999999999945e+00,2.364300000000000068e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.700000000000000000e+01,3.610000000000000000e+02,2.038145833333333989e+00,3.255999999999999783e+00,9.040000000000000258e-01,1.186199999999999921e+00,nan
1.999000000000000000e+03,1.200000000000000000e+01,2.800000000000000000e+01,3.620000000000000000e+02,1.536916666666667375e+00,3.255999999999999783e+00,-1.447999999999999954e+00,1.511099999999999888e+00,nan
