"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
6.09781409531013e-05,0.651321413696132,0.0255371551111686,0.248688299169145,1.41790625078012,2.90985950057402e-05,0.000112821257517696,0.00619523726922764,2.69394620097768e-05,0.0527661239300454,88.6180067535716,119.852815123114,0.476801370496525,21.5339298882092,246.736387582772,87.7275755638022,205.080979209054,222.394016728267,117.768204423944,806.078265379084,16235.8856767567,102.428778679659,2133.37793482337,-37.3403081690404
5.00065193874752e-05,0.649470327381035,0.02728302260342,0.276603259894724,1.44932308125162,4.00480872291056e-05,0.000122429937652117,0.00736655516815574,3.92555591359202e-05,0.0461203672049839,79.4620219109283,113.433301929002,0.401299835922409,22.3071416148952,285.794921943789,70.9927553697024,212.951798519164,199.021858859142,115.134994097739,680.461711598599,12100.7298387801,125.322967698799,1460.71402100809,-37.7617793580702
5.22362837058948e-05,0.632989910096983,0.0365272831542448,0.296244461926618,1.31210736199046,3.90389132824825e-05,0.000109046824372307,0.00868542322671056,3.65257772247651e-05,0.0454225015231379,74.1636053662583,115.728850698263,0.491990558208087,27.5473127960405,253.318839632481,67.6303759098049,204.658878008092,242.595847997087,102.517991209145,806.411880754184,14313.9037793743,97.9063846901734,1710.15556254994,-36.7631929103439
9.18927999597606e-05,0.629715055037473,0.0306642239759105,0.262388453431996,1.36350326031321,2.61192415871881e-05,0.000120432661605939,0.00716891993018688,2.75161959048179e-05,0.0450082717689787,62.0559494995734,115.968150443509,0.471984196615591,22.7368948234456,264.693575930143,79.1579005876215,202.028534085887,242.65831989918,114.69394783984,667.659408186378,15150.8466855701,126.06785706089,2547.57001752113,-35.5347351571261
6.53881674503162e-05,0.617424699637158,0.0226626602665165,0.152120830087415,1.52381647862167,2.55921342759393e-05,0.000215122423042904,0.0073566340875625,4.46755218920742e-05,0.0491896214613579,57.2248746230009,121.965857801623,0.393729686678628,22.4758632614282,268.377706466315,74.1901801863217,200.460715684078,180.143998231855,126.717250525663,570.575691606387,19285.3655074383,102.141074037441,2151.72594195578,-38.060112445166
8.20621397700106e-05,0.584756220517008,0.0193397570499457,0.170384055806803,1.50533261186993,3.04553273387951e-05,0.000240701305872985,0.00705692815553196,2.91311124011325e-05,0.0486903378177818,60.0350326226219,128.845409032523,0.363883232349027,21.6632298113409,267.695899567043,59.1383450629842,198.692325391168,174.667907835713,126.900914135217,555.657776076731,21829.6540159967,111.397335964451,2315.10454688128,-42.7387400223987
9.33558822435991e-05,0.589369396354392,0.028520346199209,0.193224421957954,1.40049420754403,2.65232874889533e-05,0.00036510839882213,0.00691551946643111,3.97812869553549e-05,0.0497652510985855,68.4446292255287,112.176504981612,0.363156076985389,18.9405134090011,260.013037755441,56.1532518550417,196.433314874762,208.138165811411,108.773267691028,315.722857576998,23812.7733576257,101.705923870377,1771.49753195777,-39.6904352473084
9.05412371524743e-05,0.56857544370135,0.0205433679403088,0.136452259364381,1.36340500523541,2.58281837997899e-05,0.000363853237296309,0.00728621326792039,3.97435488953792e-05,0.0572458712990184,84.0938805822243,122.851221884756,0.391516162947887,18.6467404862235,249.40090589886,69.0620610879534,200.07603676794,244.679719738883,112.626000025739,449.576790461354,18778.8360874964,99.2352665751877,2593.24765079821,-38.788379061068
0.000189966332469257,0.565343476756027,0.015313852599075,0.229473358726997,1.3820788381002,2.56606744808776e-05,0.000653099081656547,0.00635847131570823,4.32163613374937e-05,0.0627274280370167,66.4118798958804,122.361932206327,0.372217324163812,22.092521668926,280.106881011017,63.6023224321684,201.056970845445,201.27512854457,98.9874539256948,443.230119619488,20293.9092250464,141.405866537237,2487.84616355469,-41.6608175793241
0.000221818568026807,0.587831895735667,0.0124690399238569,0.232467627503847,1.3635465694817,3.61900297787872e-05,0.000429117071591994,0.00612437351582237,2.416054757544e-05,0.0646817329170959,66.6641541667219,121.311627449182,0.341770199205432,22.408173378559,277.239703007365,69.1447964790203,172.442411342076,181.140124836025,85.1391461727884,362.281122114019,15628.6063565795,115.14422445398,3075.12125064816,-39.722123798503
0.000167014748487516,0.611121680770832,0.0107898785387683,0.253516149483708,1.44782289559332,2.88745736632859e-05,0.000430021068724814,0.00764315205073673,3.19872662874686e-05,0.0573465962446549,53.880452297901,114.217227404332,0.334724306839822,23.7812024283294,290.115503588966,72.1412960358719,167.776009767303,145.986892349835,87.7494236753448,419.82944206571,25583.9743553785,89.4747861935408,3433.86397254649,-41.9432171900431
0.000179499421516468,0.586323248941863,0.0107265338431493,0.215031284090356,1.41391279558292,3.07852276672673e-05,0.00036074446326123,0.00778849602342076,9.83306211323401e-05,0.0638036342636573,44.599995444805,111.756167672837,0.398069576200418,21.5249774876376,265.114194271548,73.1787236553315,177.822525033978,192.098977924121,99.8540943319006,444.730206176338,16946.2256246818,84.2098164243136,1558.97936517492,-37.8836098002937
0.000215797662035087,0.528200890220834,0.010471903678671,0.144811863753551,1.40786596513282,2.68802110064235e-05,0.000332945342211264,0.00657745351435025,5.40262741060027e-05,0.0717215221004299,43.119149666999,111.761948795435,0.383391588018778,18.9577443050348,278.472948937367,79.0538922188019,197.085790335926,212.186651640335,107.276756781563,407.900563174099,19189.4632606031,104.640505196806,1117.56889415654,-37.5741224192377
0.000265325973164603,0.542881305373514,0.0140446932234048,0.241372036253288,1.44660236223003,2.58451295384566e-05,0.000246015686136116,0.00514726046954903,4.35676547212524e-05,0.0693514838246784,54.2660668912909,118.141856609228,0.324622844383933,15.668106973343,265.980213343248,82.112148444529,178.203962312297,224.820945292555,112.206645449316,762.802886379997,16256.5261849118,123.147055145259,1413.07396310857,-35.3436249827723
0.000309946742177781,0.534467356686838,0.0130028125208552,0.286708592378146,1.34315594475221,2.65751585003806e-05,0.00026059661397397,0.00385868912116763,7.11277406815954e-05,0.0625404215649038,45.2391089851962,109.061856180265,0.486060379705729,19.9384833092998,262.110468537784,90.7523427887377,221.496050186164,282.293269477546,110.866657214644,588.665754629036,23999.6972901749,187.048814662164,2159.481202638,-39.419420429303
